ID,yrbirth,social_immigrant_status,male_bl,female_bl,male_bd,female_bd,bl,sex,yrbirth_centre
VH99762,1993,local,NA,13.6,NA,4.5,13.6,Female,-1.012856569
VH99984,1993,local,NA,13.3,NA,4.45,13.3,Female,-1.012856569
VH99992,1993,local,NA,14.4,NA,4.55,14.4,Female,-1.012856569
VJ58611,1993,local,NA,14.1,NA,4.5,14.1,Female,-1.012856569
VJ58626,1993,local,13.3,NA,4.7,NA,13.3,Male,-1.012856569
VJ58655,1993,local,NA,14.55,NA,4.6,14.55,Female,-1.012856569
VJ58670,1993,local,13.7,NA,4.7,NA,13.7,Male,-1.012856569
VJ58686,1993,local,NA,14.3,NA,4.55,14.3,Female,-1.012856569
VJ58696,1993,local,NA,13.8,NA,4.7,13.8,Female,-1.012856569
VJ58720,1993,local,13.6,NA,4.7,NA,13.6,Male,-1.012856569
VJ58725,1993,local,13.55,NA,4.6,NA,13.55,Male,-1.012856569
VJ58738,1993,local,13,NA,4.6,NA,13,Male,-1.012856569
VJ58739,1993,local,NA,13.7,NA,4.5,13.7,Female,-1.012856569
VJ58744,1993,local,NA,13.7,NA,4.6,13.7,Female,-1.012856569
VJ58747,1993,local,12.9,NA,4.6,NA,12.9,Male,-1.012856569
VJ58759,1993,local,13.9,NA,4.9,NA,13.9,Male,-1.012856569
VJ58761,1993,local,13.55,NA,4.5,NA,13.55,Male,-1.012856569
VJ58796,1993,local,13.4,NA,4.85,NA,13.4,Male,-1.012856569
VJ58797,1993,local,13.8,NA,4.5,NA,13.8,Male,-1.012856569
VJ58808,1993,local,NA,13.4,NA,4.45,13.4,Female,-1.012856569
VJ58819,1993,local,13.6,NA,4.6,NA,13.6,Male,-1.012856569
VJ58823,1993,local,NA,13.75,NA,4.55,13.75,Female,-1.012856569
VJ58845,1993,local,13.5,NA,4.65,NA,13.5,Male,-1.012856569
VJ58858,1993,local,14,NA,4.4,NA,14,Male,-1.012856569
VJ58869,1993,local,13.2,NA,4.5,NA,13.2,Male,-1.012856569
VJ58902,1993,local,NA,13.9,NA,4.6,13.9,Female,-1.012856569
VJ58907,1993,local,13.35,NA,4.6,NA,13.35,Male,-1.012856569
VJ58913,1993,local,NA,13.45,NA,4.5,13.45,Female,-1.012856569
VJ58924,1993,local,13.6,NA,4.7,NA,13.6,Male,-1.012856569
VJ58948,1993,local,13.4,NA,4.5,NA,13.4,Male,-1.012856569
VJ58989,1993,local,NA,13.85,NA,4.6,13.85,Female,-1.012856569
VJ59077,1993,local,NA,13.55,NA,4.4,13.55,Female,-1.012856569
VJ59100,1993,local,13.2,NA,4.7,NA,13.2,Male,-1.012856569
VJ59131,1993,local,NA,13.6,NA,4.5,13.6,Female,-1.012856569
VJ59150,1993,local,NA,14.4,NA,4.6,14.4,Female,-1.012856569
VJ59151,1993,local,NA,13,NA,4.5,13,Female,-1.012856569
VJ59153,1993,local,NA,13.7,NA,4.6,13.7,Female,-1.012856569
VJ59176,1993,local,NA,13.8,NA,4.5,13.8,Female,-1.012856569
VJ59204,1993,local,NA,13.4,NA,4.6,13.4,Female,-1.012856569
VJ59235,1993,local,NA,13.4,NA,4.65,13.4,Female,-1.012856569
VJ59321,1993,local,NA,13.65,NA,4.65,13.65,Female,-1.012856569
VJ59362,1993,local,13.2,NA,4.5,NA,13.2,Male,-1.012856569
VJ59809,1993,local,NA,12.5,NA,4.6,12.5,Female,-1.012856569
VJ59845,1993,local,13.2,NA,4.6,NA,13.2,Male,-1.012856569
VJ59888,1993,local,NA,13.6,NA,4.5,13.6,Female,-1.012856569
VJ59926,1993,local,NA,13.5,NA,4.7,13.5,Female,-1.012856569
VJ59937,1993,local,NA,13.8,NA,4.4,13.8,Female,-1.012856569
VJ59971,1993,local,NA,13.4,NA,4.65,13.4,Female,-1.012856569
VN56607,1993,immigrant,NA,13.7,NA,4.55,13.7,Female,-1.012856569
VN57016,1993,local,NA,13.7,NA,4.7,13.7,Female,-1.012856569
VN57029,1993,local,13.8,NA,4.65,NA,13.8,Male,-1.012856569
VN57076,1993,local,NA,13.5,NA,4.5,13.5,Female,-1.012856569
VN57128,1993,local,13.4,NA,4.7,NA,13.4,Male,-1.012856569
VN57185,1993,local,13.9,NA,4.7,NA,13.9,Male,-1.012856569
VN57529,1993,local,13.8,NA,4.7,NA,13.8,Male,-1.012856569
VN57537,1993,local,NA,14.9,NA,4.6,14.9,Female,-1.012856569
VN57548,1993,local,13,NA,4.6,NA,13,Male,-1.012856569
VN57563,1993,local,13.4,NA,4.7,NA,13.4,Male,-1.012856569
VN57567,1993,local,13.4,NA,4.8,NA,13.4,Male,-1.012856569
VN57594,1993,local,13.55,NA,4.85,NA,13.55,Male,-1.012856569
VN57622,1993,local,NA,13.95,NA,4.4,13.95,Female,-1.012856569
VN57685,1993,local,NA,13.65,NA,4.45,13.65,Female,-1.012856569
H301719,1994,immigrant,NA,13.5,NA,4.4,13.5,Female,-0.012856569
H301723,1994,immigrant,13.7,NA,4.6,NA,13.7,Male,-0.012856569
H301724,1994,immigrant,NA,13.45,NA,4.6,13.45,Female,-0.012856569
H301725,1994,immigrant,NA,13.4,NA,4.4,13.4,Female,-0.012856569
H301728,1994,immigrant,NA,13.6,NA,4.6,13.6,Female,-0.012856569
H301729,1994,immigrant,13.9,NA,4.6,NA,13.9,Male,-0.012856569
H301730,1994,immigrant,NA,13.4,NA,4.5,13.4,Female,-0.012856569
H301731,1994,immigrant,13.6,NA,4.6,NA,13.6,Male,-0.012856569
H301734,1994,immigrant,NA,14.4,NA,4.45,14.4,Female,-0.012856569
H301735,1994,immigrant,NA,14.1,NA,4.55,14.1,Female,-0.012856569
H301736,1994,immigrant,13.15,NA,4.6,NA,13.15,Male,-0.012856569
H301739,1994,immigrant,13.35,NA,4.4,NA,13.35,Male,-0.012856569
H301740,1994,immigrant,NA,13.8,NA,4.6,13.8,Female,-0.012856569
H301743,1994,immigrant,NA,13.8,NA,4.6,13.8,Female,-0.012856569
H301744,1994,immigrant,13.3,NA,4.5,NA,13.3,Male,-0.012856569
H301746,1994,immigrant,NA,13.3,NA,4.45,13.3,Female,-0.012856569
H301747,1994,immigrant,13.65,NA,4.6,NA,13.65,Male,-0.012856569
H301749,1994,immigrant,13.6,NA,4.8,NA,13.6,Male,-0.012856569
H301751,1994,immigrant,NA,13.1,NA,4.35,13.1,Female,-0.012856569
H301753,1994,immigrant,NA,13.85,NA,4.3,13.85,Female,-0.012856569
H301754,1994,immigrant,NA,13,NA,4.35,13,Female,-0.012856569
H301774,1995,immigrant,NA,12.8,NA,4.2,12.8,Female,0.987143431
VN56168,1994,local,13.65,NA,4.6,NA,13.65,Male,-0.012856569
VN56243,1994,local,13.4,NA,4.5,NA,13.4,Male,-0.012856569
VN56246,1994,local,13.8,NA,4.6,NA,13.8,Male,-0.012856569
VN56249,1994,local,14.05,NA,4.4,NA,14.05,Male,-0.012856569
VN56250,1994,local,13.5,NA,4.5,NA,13.5,Male,-0.012856569
VN56294,1994,local,14,NA,4.9,NA,14,Male,-0.012856569
VN57311,1994,immigrant,13.8,NA,4.9,NA,13.8,Male,-0.012856569
VN57707,1994,local,14.35,NA,4.7,NA,14.35,Male,-0.012856569
VN57725,1994,local,13.2,NA,4.7,NA,13.2,Male,-0.012856569
VN57735,1994,local,NA,13.4,NA,4.5,13.4,Female,-0.012856569
VN57738,1994,local,13.65,NA,4.6,NA,13.65,Male,-0.012856569
VN57742,1994,local,NA,13.9,NA,4.3,13.9,Female,-0.012856569
VN57748,1994,local,NA,14.2,NA,4.65,14.2,Female,-0.012856569
VN57753,1994,local,14.05,NA,4.8,NA,14.05,Male,-0.012856569
VN57754,1994,local,13.65,NA,4.6,NA,13.65,Male,-0.012856569
VN57761,1994,local,13.7,NA,4.5,NA,13.7,Male,-0.012856569
VN57766,1994,local,NA,12.95,NA,4.45,12.95,Female,-0.012856569
VN57773,1994,local,NA,14.5,NA,4.6,14.5,Female,-0.012856569
VN57794,1994,local,NA,13.85,NA,4.5,13.85,Female,-0.012856569
VN57811,1994,local,13.95,NA,4.6,NA,13.95,Male,-0.012856569
VN57820,1994,local,13.8,NA,4.4,NA,13.8,Male,-0.012856569
VN57821,1994,local,NA,13.45,NA,4.45,13.45,Female,-0.012856569
VN57822,1994,local,NA,13.3,NA,4.55,13.3,Female,-0.012856569
VN57825,1994,local,13.8,NA,4.3,NA,13.8,Male,-0.012856569
VN57886,1994,local,13.2,NA,4.6,NA,13.2,Male,-0.012856569
VN85551,1994,local,13.9,NA,4.55,NA,13.9,Male,-0.012856569
VN85570,1994,local,NA,13.2,NA,4.4,13.2,Female,-0.012856569
VN85616,1994,local,NA,14,NA,4.6,14,Female,-0.012856569
VN85644,1994,local,13,NA,4.6,NA,13,Male,-0.012856569
VN85647,1994,local,NA,13.7,NA,4.7,13.7,Female,-0.012856569
VN85655,1994,local,NA,13.05,NA,4.7,13.05,Female,-0.012856569
VN85741,1994,immigrant,13.7,NA,4.6,NA,13.7,Male,-0.012856569
VN85794,1994,local,NA,13.45,NA,4.35,13.45,Female,-0.012856569
VN85859,1994,local,NA,13.9,NA,4.6,13.9,Female,-0.012856569
VN85860,1994,local,NA,13.6,NA,4.8,13.6,Female,-0.012856569
VN85862,1994,local,13.6,NA,4.6,NA,13.6,Male,-0.012856569
VN85920,1994,local,13.2,NA,4.7,NA,13.2,Male,-0.012856569
VN85939,1994,local,14,NA,4.7,NA,14,Male,-0.012856569
VN86094,1994,local,NA,13.6,NA,4.5,13.6,Female,-0.012856569
VN86220,1994,local,13.3,NA,4.7,NA,13.3,Male,-0.012856569
VN86377,1994,local,NA,13.1,NA,4,13.1,Female,-0.012856569
VN86379,1994,local,NA,13.5,NA,4.5,13.5,Female,-0.012856569
VN86724,1994,local,14,NA,4.7,NA,14,Male,-0.012856569
VN86740,1994,local,13.8,NA,4.6,NA,13.8,Male,-0.012856569
VN86783,1994,local,13.9,NA,4.4,NA,13.9,Male,-0.012856569
VN86803,1994,local,NA,14.2,NA,4.4,14.2,Female,-0.012856569
VN86815,1994,local,NA,13.65,NA,4.5,13.65,Female,-0.012856569
VN86840,1994,local,NA,14.3,NA,4.75,14.3,Female,-0.012856569
VN86853,1994,local,13.4,NA,4.7,NA,13.4,Male,-0.012856569
VN86867,1994,local,13.5,NA,4.5,NA,13.5,Male,-0.012856569
VN86877,1994,local,NA,14.1,NA,4.4,14.1,Female,-0.012856569
VN86922,1994,local,13.8,NA,4.65,NA,13.8,Male,-0.012856569
VN86930,1994,local,NA,13.65,NA,4.65,13.65,Female,-0.012856569
VN86934,1994,local,NA,13.3,NA,4.5,13.3,Female,-0.012856569
VN86945,1994,local,14.1,NA,4.6,NA,14.1,Male,-0.012856569
VN86958,1994,local,13.6,NA,4.6,NA,13.6,Male,-0.012856569
VN86959,1994,local,13.7,NA,4.8,NA,13.7,Male,-0.012856569
VN86964,1994,local,NA,13.5,NA,4.4,13.5,Female,-0.012856569
VN86984,1994,local,14,NA,4.75,NA,14,Male,-0.012856569
VN86988,1994,local,NA,14,NA,4.5,14,Female,-0.012856569
VN86989,1994,local,13.2,NA,4.6,NA,13.2,Male,-0.012856569
VN86994,1994,local,NA,14.5,NA,4.6,14.5,Female,-0.012856569
VP51003,1994,local,NA,13.7,NA,4.4,13.7,Female,-0.012856569
VP51021,1994,local,NA,13.7,NA,4.4,13.7,Female,-0.012856569
VP51035,1994,local,13.2,NA,4.5,NA,13.2,Male,-0.012856569
VP51055,1994,local,14.2,NA,4.8,NA,14.2,Male,-0.012856569
VP51082,1994,local,NA,14.1,NA,4.35,14.1,Female,-0.012856569
VP51083,1994,local,13.4,NA,4.6,NA,13.4,Male,-0.012856569
VP51086,1994,local,13.7,NA,4.5,NA,13.7,Male,-0.012856569
VP51117,1994,local,13.4,NA,4.7,NA,13.4,Male,-0.012856569
VP51119,1994,local,13.65,NA,4.75,NA,13.65,Male,-0.012856569
VP51122,1994,local,NA,14.1,NA,4.75,14.1,Female,-0.012856569
VP51180,1994,local,NA,14,NA,4.6,14,Female,-0.012856569
E018108,1995,immigrant,13.6,NA,4.7,NA,13.6,Male,0.987143431
E018114,1995,immigrant,13.6,NA,4.9,NA,13.6,Male,0.987143431
E018137,1995,immigrant,NA,13.8,NA,4.4,13.8,Female,0.987143431
E018145,1995,immigrant,13.65,NA,4.4,NA,13.65,Male,0.987143431
E018163,1995,immigrant,13.65,NA,4.75,NA,13.65,Male,0.987143431
E018166,1995,immigrant,NA,15,NA,4.4,15,Female,0.987143431
E509231,1995,immigrant,NA,13.8,NA,4.55,13.8,Female,0.987143431
H301788,1995,immigrant,NA,13.65,NA,4.7,13.65,Female,0.987143431
H301792,1995,immigrant,NA,13.7,NA,4.5,13.7,Female,0.987143431
J745920,1995,immigrant,13,NA,4.6,NA,13,Male,0.987143431
J745921,1995,immigrant,NA,14,NA,4.4,14,Female,0.987143431
J745923,1995,immigrant,NA,13.9,NA,4.7,13.9,Female,0.987143431
J745924,1995,immigrant,12.95,NA,4.7,NA,12.95,Male,0.987143431
J745926,1995,immigrant,NA,14.2,NA,4.4,14.2,Female,0.987143431
J745927,1995,immigrant,NA,14,NA,4.4,14,Female,0.987143431
J745928,1995,immigrant,NA,12.7,NA,4.3,12.7,Female,0.987143431
J745929,1995,immigrant,13.7,NA,4.6,NA,13.7,Male,0.987143431
J745930,1995,immigrant,NA,13.55,NA,4.5,13.55,Female,0.987143431
J745931,1995,immigrant,NA,14.2,NA,4.5,14.2,Female,0.987143431
J745932,1995,immigrant,NA,13.5,NA,4.7,13.5,Female,0.987143431
J745933,1995,immigrant,13.5,NA,4.6,NA,13.5,Male,0.987143431
J745934,1995,immigrant,NA,14.4,NA,4.5,14.4,Female,0.987143431
J745935,1995,immigrant,12.7,NA,4.7,NA,12.7,Male,0.987143431
J745936,1995,immigrant,13.2,NA,4.85,NA,13.2,Male,0.987143431
J745937,1995,immigrant,NA,13,NA,4.6,13,Female,0.987143431
J745938,1995,immigrant,13.9,NA,4.6,NA,13.9,Male,0.987143431
J745939,1995,immigrant,NA,14.2,NA,4.2,14.2,Female,0.987143431
J745940,1995,immigrant,12.5,NA,4.5,NA,12.5,Male,0.987143431
J745941,1995,immigrant,14,NA,4.6,NA,14,Male,0.987143431
J745943,1995,immigrant,NA,13.4,NA,4.35,13.4,Female,0.987143431
J745947,1995,immigrant,13.8,NA,4.55,NA,13.8,Male,0.987143431
J745948,1995,immigrant,NA,13.9,NA,4.6,13.9,Female,0.987143431
J745949,1995,immigrant,14,NA,4.55,NA,14,Male,0.987143431
J745950,1995,immigrant,14,NA,4.5,NA,14,Male,0.987143431
J745951,1995,immigrant,13.7,NA,4.5,NA,13.7,Male,0.987143431
J745953,1995,immigrant,NA,14.1,NA,4.6,14.1,Female,0.987143431
J745954,1995,immigrant,NA,14.2,NA,4.6,14.2,Female,0.987143431
J745955,1995,immigrant,NA,13.4,NA,4.4,13.4,Female,0.987143431
J745956,1995,immigrant,NA,14,NA,4.5,14,Female,0.987143431
VJ59511,1995,local,NA,14.1,NA,4.4,14.1,Female,0.987143431
VN56335,1995,local,NA,13.5,NA,4.3,13.5,Female,0.987143431
VN56336,1995,local,13.3,NA,4.4,NA,13.3,Male,0.987143431
VN56344,1995,immigrant,NA,14,NA,4.4,14,Female,0.987143431
VN56346,1995,immigrant,NA,13.7,NA,4.4,13.7,Female,0.987143431
VN56351,1995,immigrant,NA,13.7,NA,4.3,13.7,Female,0.987143431
VN56357,1995,immigrant,NA,14,NA,4.3,14,Female,0.987143431
VN56359,1995,immigrant,13.4,NA,4.75,NA,13.4,Male,0.987143431
VN56360,1995,immigrant,NA,14.4,NA,4.4,14.4,Female,0.987143431
VN56364,1995,immigrant,NA,14.3,NA,4.7,14.3,Female,0.987143431
VN56365,1995,immigrant,NA,14.1,NA,4.5,14.1,Female,0.987143431
VN56373,1995,immigrant,NA,13.9,NA,4.6,13.9,Female,0.987143431
VN56384,1995,local,NA,14.5,NA,4.3,14.5,Female,0.987143431
VN56390,1995,local,NA,14.4,NA,4.5,14.4,Female,0.987143431
VN56392,1995,local,13.7,NA,4.7,NA,13.7,Male,0.987143431
VN56396,1995,local,NA,13.75,NA,4.4,13.75,Female,0.987143431
VN56407,1995,local,NA,13.8,NA,4.5,13.8,Female,0.987143431
VN56412,1995,local,NA,14,NA,4.3,14,Female,0.987143431
VN56416,1995,local,14.1,NA,4.55,NA,14.1,Male,0.987143431
VN56424,1995,local,12.9,NA,4.5,NA,12.9,Male,0.987143431
VN56445,1995,local,NA,14.1,NA,4.6,14.1,Female,0.987143431
VN56447,1995,local,NA,13.3,NA,4.5,13.3,Female,0.987143431
VN56451,1995,local,NA,13.8,NA,4.5,13.8,Female,0.987143431
VN56453,1995,local,NA,13.4,NA,4.4,13.4,Female,0.987143431
VN56455,1995,local,12.8,NA,4.6,NA,12.8,Male,0.987143431
VN56468,1995,local,NA,13.8,NA,4.45,13.8,Female,0.987143431
VN56485,1995,local,NA,13.15,NA,4.3,13.15,Female,0.987143431
VN56489,1995,local,13.1,NA,4.45,NA,13.1,Male,0.987143431
VN56492,1995,local,13.2,NA,4.7,NA,13.2,Male,0.987143431
VN56496,1995,local,NA,13.3,NA,4.4,13.3,Female,0.987143431
VN86442,1995,local,NA,14,NA,4.7,14,Female,0.987143431
VN87042,1995,local,NA,13.3,NA,4.4,13.3,Female,0.987143431
VN87063,1995,local,NA,14.2,NA,4.6,14.2,Female,0.987143431
VN87064,1995,local,NA,14.2,NA,4.4,14.2,Female,0.987143431
VN87610,1995,local,NA,14.2,NA,4.5,14.2,Female,0.987143431
VN87740,1995,local,NA,14.3,NA,4.3,14.3,Female,0.987143431
VN87798,1995,local,13.2,NA,4.5,NA,13.2,Male,0.987143431
VP32034,1995,local,13.2,NA,4.45,NA,13.2,Male,0.987143431
VP32044,1995,local,13.4,NA,4.5,NA,13.4,Male,0.987143431
VP32049,1995,local,NA,13.9,NA,4.4,13.9,Female,0.987143431
VP32072,1995,local,14.2,NA,4.4,NA,14.2,Male,0.987143431
VP32104,1995,local,NA,13.8,NA,4.6,13.8,Female,0.987143431
VP32133,1995,local,NA,13.3,NA,4.4,13.3,Female,0.987143431
VP32156,1995,local,NA,14.3,NA,4.6,14.3,Female,0.987143431
VP32189,1995,local,14.2,NA,4.35,NA,14.2,Male,0.987143431
VP32238,1995,local,NA,13.1,NA,4.3,13.1,Female,0.987143431
VP32243,1995,local,NA,13.5,NA,4.5,13.5,Female,0.987143431
VP32247,1995,local,NA,13.5,NA,4.5,13.5,Female,0.987143431
VP32256,1995,local,13.2,NA,4.5,NA,13.2,Male,0.987143431
VP32264,1995,local,NA,13.7,NA,4.4,13.7,Female,0.987143431
VP32325,1995,local,13.7,NA,4.7,NA,13.7,Male,0.987143431
VP32528,1995,local,13.7,NA,4.7,NA,13.7,Male,0.987143431
VP32550,1995,local,13.6,NA,4.7,NA,13.6,Male,0.987143431
VP32559,1995,local,13.55,NA,4.5,NA,13.55,Male,0.987143431
VP32564,1995,local,13.5,NA,4.6,NA,13.5,Male,0.987143431
VP32566,1995,local,NA,13.9,NA,4.6,13.9,Female,0.987143431
VP32567,1995,local,13.7,NA,4.8,NA,13.7,Male,0.987143431
VP32576,1995,local,NA,14.2,NA,4.6,14.2,Female,0.987143431
VP32597,1995,local,13.7,NA,4.7,NA,13.7,Male,0.987143431
VP51414,1995,local,13.5,NA,4.75,NA,13.5,Male,0.987143431
VP51421,1995,local,13.2,NA,4.6,NA,13.2,Male,0.987143431
VP51422,1995,local,13.45,NA,4.5,NA,13.45,Male,0.987143431
VP51433,1995,local,NA,14,NA,4.6,14,Female,0.987143431
VP51443,1995,local,13.1,NA,4.4,NA,13.1,Male,0.987143431
VP51444,1995,local,14,NA,4.8,NA,14,Male,0.987143431
VP51447,1995,local,13.4,NA,4.7,NA,13.4,Male,0.987143431
VP51452,1995,local,14.3,NA,4.6,NA,14.3,Male,0.987143431
VP51467,1995,local,13.5,NA,4.5,NA,13.5,Male,0.987143431
VP51473,1995,local,13.2,NA,4.6,NA,13.2,Male,0.987143431
VP51477,1995,local,NA,13.6,NA,4.45,13.6,Female,0.987143431
VP51489,1995,local,13.8,NA,4.4,NA,13.8,Male,0.987143431
VP51492,1995,local,NA,14.2,NA,4.3,14.2,Female,0.987143431
VP51493,1995,local,NA,13.5,NA,4.2,13.5,Female,0.987143431
VP51494,1995,local,NA,13.9,NA,4.3,13.9,Female,0.987143431
VP51498,1995,local,13.6,NA,4.7,NA,13.6,Male,0.987143431
VP51500,1995,local,13.6,NA,4.7,NA,13.6,Male,0.987143431
VP51508,1995,local,13.4,NA,4.7,NA,13.4,Male,0.987143431
VP51531,1995,local,13.4,NA,4.6,NA,13.4,Male,0.987143431
VP51535,1995,local,14.6,NA,4.65,NA,14.6,Male,0.987143431
VP51539,1995,local,13.3,NA,4.6,NA,13.3,Male,0.987143431
VP51541,1995,local,NA,14.4,NA,4.6,14.4,Female,0.987143431
VP51557,1995,local,13,NA,4.5,NA,13,Male,0.987143431
VP51577,1995,local,13.9,NA,4.7,NA,13.9,Male,0.987143431
VP51579,1995,local,14.2,NA,4.8,NA,14.2,Male,0.987143431
VP51596,1995,local,NA,14,NA,4.5,14,Female,0.987143431
VP51604,1995,local,13.9,NA,4.6,NA,13.9,Male,0.987143431
VP51646,1995,local,13.5,NA,4.5,NA,13.5,Male,0.987143431
VP51649,1995,local,14,NA,4.7,NA,14,Male,0.987143431
VP51653,1995,local,NA,13.2,NA,4.55,13.2,Female,0.987143431
VP51655,1995,local,NA,14.3,NA,4.6,14.3,Female,0.987143431
VP51659,1995,local,NA,13.9,NA,4.65,13.9,Female,0.987143431
VP51662,1995,local,NA,14,NA,4.45,14,Female,0.987143431
VP51711,1995,local,NA,13.8,NA,4.4,13.8,Female,0.987143431
VP51720,1995,local,13.7,NA,4.6,NA,13.7,Male,0.987143431
VP51731,1995,local,13.7,NA,4.6,NA,13.7,Male,0.987143431
VP51735,1995,local,14,NA,4.7,NA,14,Male,0.987143431
VP51736,1995,local,14.2,NA,4.8,NA,14.2,Male,0.987143431
VP51737,1995,local,13.5,NA,4.7,NA,13.5,Male,0.987143431
VP51771,1995,local,NA,13.7,NA,4.5,13.7,Female,0.987143431
VP51773,1995,local,13,NA,4.8,NA,13,Male,0.987143431
VP51776,1995,local,13.1,NA,4.7,NA,13.1,Male,0.987143431
VP51778,1995,local,NA,13.55,NA,4.3,13.55,Female,0.987143431
VP51782,1995,local,13.3,NA,4.3,NA,13.3,Male,0.987143431
VP51817,1995,local,13.95,NA,4.7,NA,13.95,Male,0.987143431
VP51844,1995,local,NA,13.85,NA,4.3,13.85,Female,0.987143431
VP51847,1995,local,13.7,NA,4.3,NA,13.7,Male,0.987143431
VP51853,1995,local,13.6,NA,4.5,NA,13.6,Male,0.987143431
VP51900,1995,local,13.1,NA,4.6,NA,13.1,Male,0.987143431
VP51922,1995,local,12.9,NA,4.4,NA,12.9,Male,0.987143431
VP51938,1995,local,13.7,NA,4.6,NA,13.7,Male,0.987143431
VP51947,1995,local,13.4,NA,4.6,NA,13.4,Male,0.987143431
VP51951,1995,local,NA,13.6,NA,4.4,13.6,Female,0.987143431
VP51953,1995,local,NA,13.6,NA,4.4,13.6,Female,0.987143431
VP51955,1995,local,NA,14.6,NA,4.6,14.6,Female,0.987143431
VP51960,1995,local,NA,14,NA,4.7,14,Female,0.987143431
VP51962,1995,local,13,NA,4.5,NA,13,Male,0.987143431
VR27004,1995,local,NA,14.1,NA,4.4,14.1,Female,0.987143431
VR27008,1995,local,13.9,NA,4.6,NA,13.9,Male,0.987143431
VR27009,1995,local,NA,14.2,NA,4.3,14.2,Female,0.987143431
VR27010,1995,local,14.1,NA,4.8,NA,14.1,Male,0.987143431
VR27013,1995,local,NA,14.7,NA,4.6,14.7,Female,0.987143431
VR27018,1995,local,13,NA,4.5,NA,13,Male,0.987143431
VR27026,1995,local,NA,13.8,NA,4.3,13.8,Female,0.987143431
VR27036,1995,local,NA,13.7,NA,4.4,13.7,Female,0.987143431
VR27037,1995,local,13.6,NA,4.8,NA,13.6,Male,0.987143431
VR27040,1995,local,NA,13.8,NA,4.5,13.8,Female,0.987143431
VR27041,1995,local,NA,13.8,NA,4.3,13.8,Female,0.987143431
VR27054,1995,local,NA,14.7,NA,4.6,14.7,Female,0.987143431
VR27059,1995,local,NA,14.2,NA,4.4,14.2,Female,0.987143431
VR27077,1995,local,NA,13.5,NA,4.4,13.5,Female,0.987143431
VR27088,1995,local,NA,13.8,NA,4.5,13.8,Female,0.987143431
VR27089,1995,local,NA,13.6,NA,4.4,13.6,Female,0.987143431
VR27109,1995,local,13.2,NA,4.3,NA,13.2,Male,0.987143431
VR27126,1995,local,NA,14,NA,4.8,14,Female,0.987143431
VR27151,1995,local,13.4,NA,4.3,NA,13.4,Male,0.987143431
E509319,1996,immigrant,NA,13.45,NA,4.35,13.45,Female,1.987143431
H301801,1996,immigrant,NA,13.7,NA,4.5,13.7,Female,1.987143431
H301802,1996,immigrant,NA,14.4,NA,4.45,14.4,Female,1.987143431
H301803,1996,immigrant,NA,15,NA,4.5,15,Female,1.987143431
H301805,1996,immigrant,13.1,NA,4.6,NA,13.1,Male,1.987143431
H301806,1996,immigrant,13.2,NA,4.7,NA,13.2,Male,1.987143431
H301807,1996,immigrant,NA,13.8,NA,4.4,13.8,Female,1.987143431
H301808,1996,immigrant,NA,14.75,NA,4.7,14.75,Female,1.987143431
H301809,1996,immigrant,14,NA,4.5,NA,14,Male,1.987143431
H301816,1996,immigrant,NA,14,NA,4.45,14,Female,1.987143431
H301820,1996,immigrant,NA,14.4,NA,4.5,14.4,Female,1.987143431
J644077,1996,immigrant,NA,13.8,NA,4.2,13.8,Female,1.987143431
J644078,1996,immigrant,13.2,NA,4.7,NA,13.2,Male,1.987143431
J644080,1996,immigrant,13.45,NA,4.55,NA,13.45,Male,1.987143431
J644081,1996,immigrant,14.1,NA,4.55,NA,14.1,Male,1.987143431
J644082,1996,immigrant,13.2,NA,4.5,NA,13.2,Male,1.987143431
J644083,1996,immigrant,NA,13.9,NA,4.5,13.9,Female,1.987143431
J644084,1996,immigrant,13,NA,4.6,NA,13,Male,1.987143431
J644089,1996,immigrant,NA,13.6,NA,4.5,13.6,Female,1.987143431
J644091,1996,immigrant,13.75,NA,4.65,NA,13.75,Male,1.987143431
J644092,1996,immigrant,13.9,NA,4.6,NA,13.9,Male,1.987143431
J644093,1996,immigrant,NA,13.7,NA,4.4,13.7,Female,1.987143431
J644094,1996,immigrant,12.7,NA,4.4,NA,12.7,Male,1.987143431
J644095,1996,immigrant,14.4,NA,4.5,NA,14.4,Male,1.987143431
J644096,1996,immigrant,NA,14.3,NA,4.3,14.3,Female,1.987143431
J644097,1996,immigrant,NA,13.3,NA,4.5,13.3,Female,1.987143431
J644099,1996,immigrant,NA,13.8,NA,4.5,13.8,Female,1.987143431
J644100,1996,immigrant,NA,13.1,NA,4.4,13.1,Female,1.987143431
J644172,1996,immigrant,13.5,NA,4.65,NA,13.5,Male,1.987143431
J644187,1996,immigrant,NA,13.9,NA,4.5,13.9,Female,1.987143431
J746000,1996,immigrant,13.8,NA,4.5,NA,13.8,Male,1.987143431
VN87822,1996,local,NA,14.2,NA,4.3,14.2,Female,1.987143431
VN87824,1996,local,13.9,NA,4.5,NA,13.9,Male,1.987143431
VN87856,1996,local,14.1,NA,4.78,NA,14.1,Male,1.987143431
VN87885,1996,local,NA,13.3,NA,4.2,13.3,Female,1.987143431
VP51333,1996,local,NA,14,NA,4.45,14,Female,1.987143431
VP51335,1996,local,NA,13,NA,4.4,13,Female,1.987143431
VP51350,1996,local,NA,13.7,NA,4.2,13.7,Female,1.987143431
VP51351,1996,local,NA,13.4,NA,4.3,13.4,Female,1.987143431
