id,pnum,origin_pnum,site,grid_ref,date_time,initials,retrap,age,sex,bto_species_code,bto_ring,pit_tag,weight,wing_length,tarsus_length,tarsus_length_method,bill_length,bill_length_method,bill_depth,bill_depth_method,pox_description,pectoral_muscle,leg_condition_description,tick_description,fat,moult_description,comment,feather,source_file,dup_pulli,missing_date_time,dup_date_time_bto_ring,diff_pnum_site_to_site,rescaled_morphometrics,updated_species_code,legacy_brood_id,breaststripe1,breaststripe2
256276,20041P14,,P14,,24/05/2004 09:00,robin,R,5,M,GRETI,VF63169,,18.5,76,,,,,,,,,,,,,,,sobseall_long_term_data.csv,,,,,1,1,,,
41761,20051p14,,p14,SP4608,21/05/2005 07:00,,R,6,M,GRETI,VF63169,,18.5,77,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
30582,20031sw80,,sw,SP4608,29/05/2003 00:00,,N,1,f,GRETI,VF63170,,17.1,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
256455,20041MP74,,MP74,,22/06/2004 04:00,robin,R,5,F,GRETI,VF63170,,17.8,73,19.8,,,,,,,,,,,,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,0,0
256893,20051MP97,,MP97,,01/06/2005 09:00,ingres,r,6,F,GRETI,VF63170,,19.2,74,20,,,,,,,0,,,0,0OGC,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,,
32691,20041sw106,,sw106,SP4608,17/05/2004 00:00,JMN,N,1,m,GRETI,VF63410,,19,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,1,,,,,
43254,20051sw14,,sw14,SP4608,27/05/2005 12:00,,R,5,M,GRETI,VF63410,,18.8,76,21.6,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
32695,20041sw46,,sw46,SP4608,17/05/2004 00:00,JMN,N,1,f,GRETI,VF63415,,17,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
42937,20051o27a,,o27a,SP4608,26/05/2005 08:00,,R,5,F,GRETI,VF63415,,17.7,72.5,19.5,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
32719,20041sw46,,sw46,SP4608,17/05/2004 00:00,JMN,N,1,m,GRETI,VF63420,,17.7,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
64483,20071sw67,,SW67,SP4608,25/05/2007 08:00,,y,6,M,GRETI,VF63420,,19.5,76,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
32806,20041sw86,,sw86,SP4608,19/05/2004 00:00,JMN,N,1,m,GRETI,VF63423,,18.4,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
37625,,,B20,SP4608,04/11/2004 10:00,KJ,R,3,M,GRETI,VF63423,,19.6,78,21.8,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38306,,,B20,SP4608,29/12/2004 11:00,TW,R,3,M,GRETI,VF63423,,20,76.5,21.2,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
43868,20051b97,,b97,SP4608,30/05/2005 00:00,,R,5,M,GRETI,VF63423,,19.8,78,24,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
33176,20041sw50,,sw50,SP4608,21/05/2004 00:00,JMN,N,1,f,GRETI,VF63451,,17.3,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
44322,20051b54,,b54,SP4608,01/06/2005 09:00,,R,5,F,GRETI,VF63451,,17.9,72,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
33174,20041sw50,,sw50,SP4608,21/05/2004 00:00,JMN,N,1,m,GRETI,VF63453,,17.5,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
43278,20051sw76,,sw76,SP4608,27/05/2005 06:00,,R,5,M,GRETI,VF63453,,18.2,76,20.6,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
33172,20041o56,,o56,SP4608,21/05/2004 00:00,JMN,N,1,f,GRETI,VF63455,,18.3,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
39264,,,O,SP4608,11/04/2005 11:00,JQ,R,5,F,GRETI,VF63455,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
42439,20051o38b,,o38b,SP4608,24/05/2005 07:00,,R,5,F,GRETI,VF63455,,17,72.5,19.5,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
33165,20041o56,,o56,SP4608,21/05/2004 00:00,JMN,N,1,f,GRETI,VF63462,,18.7,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
44994,20051o84,,o84,SP4608,07/06/2005 00:00,,R,5,F,GRETI,VF63462,,17,74,19.3,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
50995,20061o82,,O82,SP4608,31/05/2006 10:00,JQ,R,6,F,GRETI,VF63462,,17.8,74,19.3,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
33284,20041o11,,o11,SP4608,22/05/2004 00:00,JMN,N,1,m,GRETI,VF63463,,19.1,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
41728,20051o65,,o65,SP4608,21/05/2005 07:00,,R,5,M,GRETI,VF63463,,19.3,76,21.5,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
33322,20041p10,,p10,SP4608,22/05/2004 00:00,JMN,N,1,m,GRETI,VF63499,,19.7,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
37488,,,B12,SP4608,20/08/2004 09:22,MW,R,3,M,GRETI,VF63499,,20.2,77,21.3,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38589,,,LMAR,SP4608,03/02/2005 00:00,SP,R,5,M,GRETI,VF63499,,20.3,78,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
44255,20051b205,,b205,SP4608,01/06/2005 00:00,,R,5,M,GRETI,VF63499,,19.4,78,24.2,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
48278,,,,SP4608,24/05/2006 00:00,,R,6,M,GRETI,VF63499,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
257047,20061B16,,B16,,17/07/2006 04:00,Joanne Chapman,,6,M,GRETI,VF63499,,19,78,23.7,,,,,,,,,,,,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,,0
56781,20071b205,,B205,SP4608,13/05/2007 09:00,JC,R,6,M,GRETI,VF63499,9e281e,0,78,23.9,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
67370,20081b116,,B116,SP4608,20/05/2008 08:00,AH,R,6,M,GRETI,VF63499,,20.4,79,23.9,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
33699,20041p1,,P1,SP4608,23/05/2004 00:00,JMN,N,1,m,GRETI,VF63736,,18,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
37486,,,B12,SP4608,20/08/2004 09:12,MW,R,3,M,GRETI,VF63736,,18.2,76,20.5,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
37511,,,B12,SP4608,24/08/2004 11:15,MW,R,3,M,GRETI,VF63736,,18.3,78,20.4,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
41393,20051b48,,b48,SP4608,20/05/2005 08:00,,R,5,M,GRETI,VF63736,,17.8,76,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
45821,,,MMAR,SP4608,21/11/2005 09:55,JEC,R,4,M,GRETI,VF63736,,18.2,78,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
33931,20041o75a,,o75a,SP4608,24/05/2004 00:00,JMN,N,1,m,GRETI,VF63747,,18.3,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
43482,20051sw30,,sw30,SP4608,28/05/2005 08:00,,R,5,M,GRETI,VF63747,,18,77.5,21.1,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
33932,20041o75a,,o75a,SP4608,24/05/2004 00:00,JMN,N,1,,GRETI,VF63748,,18.7,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
47376,,,,SP4608,06/03/2006 00:00,SB,R,6,M,GRETI,VF63748,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
78805,20091sw123,,SW123,SP4608,17/05/2009 06:00,IS,R,6,M,GRETI,VF63748,9e1c33,18.3,79.5,23.7,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,1,1,,,,
32430,20041sw81,,sw81,SP4608,25/04/2004 00:00,JMN,N,1,m,GRETI,VF63778,,18.5,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
37459,,,B98,SP4608,06/08/2004 11:00,MW,R,3,,GRETI,VF63778,,18.2,75,20.1,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
38224,,,B55,SP4608,21/12/2004 10:00,LR,R,3,M,GRETI,VF63778,,17.9,74,20.1,S,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
41144,20051b107,,b107,SP4608,19/05/2005 00:00,,R,5,M,GRETI,VF63778,,18.4,75,23,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
45805,,,MMAR,SP4608,21/11/2005 08:35,SCP,R,4,M,GRETI,VF63778,,18,77,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
48162,,,,SP4608,23/05/2006 00:00,,R,6,M,GRETI,VF63778,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
257010,20061B107,,B107,,21/06/2006 04:00,ingres,,6,M,GRETI,VF63778,,17.5,77.5,23,,,,,,,0,,,0,0OGC,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,,0
32470,20041sw34,,sw34,SP4608,25/04/2004 00:00,JMN,N,1,m,GRETI,VF63789,,19,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
52655,20061o59,,O59,SP4608,04/06/2006 09:00,MS,R,6,M,GRETI,VF63789,,20.4,76,20.6,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
34859,20041sw129,,sw129,SP4608,26/05/2004 00:00,JMN,N,1,f,GRETI,VF63822,,16.9,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,1,,,,,
38365,,,RC,SP4608,15/01/2005 10:57,KJ,R,5,F,GRETI,VF63822,,17.4,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
42931,,,O49,SP4608,26/05/2005 00:00,,R,5,F,GRETI,VF63822,,17.2,72.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
49072,20061o50,,O50,SP4608,27/05/2006 05:00,MS,R,6,F,GRETI,VF63822,,17.5,72,20.4,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
34858,20041p14,,p14,SP4608,26/05/2004 00:00,JMN,N,1,f,GRETI,VF63832,,18.4,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
43237,20051b24,,b24,SP4608,27/05/2005 00:00,,R,5,F,GRETI,VF63832,,18.3,74,22.6,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
35567,20041p18,,p18,SP4608,28/05/2004 00:00,JMN,N,1,f,GRETI,VF63863,,17.3,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
42491,20051p10,,p10,SP4608,24/05/2005 07:00,,R,5,F,GRETI,VF63863,,17.3,72.5,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
35571,20041sw28,,sw28,SP4608,28/05/2004 00:00,JMN,N,1,m,GRETI,VF63867,,16.7,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
53116,20061sw114,,SW114,SP4608,06/06/2006 08:00,JQ,R,6,M,GRETI,VF63867,,17.5,77,20,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,1,1,,,,
35796,20041sw1,,sw1,SP4608,29/05/2004 00:00,JMN,N,1,f,GRETI,VF63927,,18.3,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
38663,,,RC,SP4608,05/02/2005 09:00,AG,R,5,F,GRETI,VF63927,,17.3,74.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
44313,20051ex80,,ex80,SP4608,01/06/2005 06:00,AG,R,5,F,GRETI,VF63927,,18.3,75,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
45648,,,CH,SP4608,26/10/2005 09:00,SCP,R,4,F,GRETI,VF63927,,17.3,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
48513,20061ex2,,EX2,SP4608,25/05/2006 07:00,KSJ,R,6,F,GRETI,VF63927,,17.5,74,20,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
54285,,,CH,SP4608,30/11/2006 00:00,JRC,R,4,F,GRETI,VF63927,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
60166,20071ex2,,EX2,SP4608,19/05/2007 13:17,ML,R,6,F,GRETI,VF63927,a4ec04,18.5,73,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
66008,,,CH,SP4608,05/03/2008 08:07,PP,R,6,F,GRETI,VF63927,,17.3,74,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
35818,20041sw1,,sw1,SP4608,29/05/2004 00:00,JMN,N,1,m,GRETI,VF63930,,20.2,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
43258,20051o101,,o101,SP4608,27/05/2005 00:00,,R,5,M,GRETI,VF63930,,19.2,78,20.6,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
49225,20061o100,,O100,SP4608,28/05/2006 07:00,JQ,R,6,M,GRETI,VF63930,,19.3,77,20.5,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
60056,20071ex92,,EX92,SP4608,19/05/2007 11:00,AGG,R,6,M,GRETI,VF63930,9e17ba,19.9,77,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
36235,20041o106,,o106,SP4608,30/05/2004 00:00,JMN,N,1,m,GRETI,VF63966,,18.7,,,,,,,,,,,,,,,y,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
39296,,,O,SP4608,22/04/2005 00:00,JQ,R,5,M,GRETI,VF63966,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
41128,20051o19,,o19,SP4608,19/05/2005 14:00,,R,5,M,GRETI,VF63966,,19.3,77.5,21.3,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
48112,20061o7,,O7,SP4608,23/05/2006 10:00,MS,R,6,M,GRETI,VF63966,,19,76.5,21.2,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
15273,20001sw72,,sw,SP4608,30/05/2000 00:00,,N,1,m,GRETI,VF64081,,18.2,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
255291,20021B24,,B,,12/05/2002 00:00,ingres,,6,M,GRETI,VF64081,,18.9,79,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
31632,,,,SP4608,03/06/2003 17:08,GWC,R,6,M,GRETI,VF64081,,18.8,77,,,,,,,,1,,,0,,At Nest Box/Artificial site,,CAM_94-2013_IMPR.csv,,,,,,,,,
255975,20031B24,,B,,06/06/2003 00:00,ingres,,6,M,GRETI,VF64081,,18.8,77,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
256247,20041B225,,B225,,23/05/2004 06:00,robin,R,6,M,GRETI,VF64081,,18.5,78,,,,,,,,,,,,,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,23,22
15282,20001o49,,o4,SP4608,30/05/2000 00:00,,N,1,f,GRETI,VF64090,,17.6,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
254741,20011O118,,O,,29/05/2001 00:00,ingres,,5,F,GRETI,VF64090,,18.2,72,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
255103,20021O119,,O,,08/05/2002 00:00,ingres,,6,F,GRETI,VF64090,,17.7,75,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
15906,20001o112,,o1,SP4608,03/06/2000 00:00,,N,1,m,GRETI,VF64229,,20,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
254973,20011EX51D,,EX,,08/06/2001 00:00,ingres,,5,M,GRETI,VF64229,,20.4,77,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
255552,20021EX51D,,EX,,28/05/2002 00:00,ingres,,6,M,GRETI,VF64229,,20,78,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
256078,20041EX51D,,EX51D,,16/05/2004 07:00,robin,R,6,M,GRETI,VF64229,,19.1,77.5,,,,,,,,,,,,,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,1,1,1,,20,20
15955,20001p11,,p1,SP4608,04/06/2000 00:00,,N,1,m,GRETI,VF64271,,18.5,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
254717,20011CP1,,CP,,28/05/2001 00:00,ingres,,5,M,GRETI,VF64271,,18.2,75,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
255503,20021CP1,,CP,,20/05/2002 00:00,ingres,,6,M,GRETI,VF64271,,18.2,77,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
255871,20031CP5A,,CP,,26/05/2003 00:00,ingres,,6,M,GRETI,VF64271,,18,77,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
15953,20001p11,,p1,SP4608,04/06/2000 00:00,,N,1,f,GRETI,VF64273,,19.4,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
255293,20021P6,,P,,12/05/2002 00:00,ingres,,6,F,GRETI,VF64273,,17.6,74,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
27513,,,,SP4608,08/05/2003 00:00,GWC,R,6,F,GRETI,VF64273,,,,,,,,,,,,,,,,At Nest Box/Artificial site,,CAM_94-2013_IMPR.csv,,,,,,,,,
255903,20031P8,,P,,27/05/2003 00:00,ingres,,6,F,GRETI,VF64273,,,,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,,1,,,
42985,20051p8,,p8,SP4608,26/05/2005 06:00,,R,6,F,GRETI,VF64273,,18.3,74,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
20457,20011w93,,w9,SP4608,08/06/2001 00:00,,N,1,m,GRETI,VF64355,,19.7,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
255805,20031W76,,W,,23/05/2003 00:00,ingres,,6,M,GRETI,VF64355,,18.2,76,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
256118,20041W76,,W76,,17/05/2004 19:00,robin,R,6,M,GRETI,VF64355,,17.8,76,,,,,,,,,,,,,,,"sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,1,,19,
61940,20071w76,,W76,SP4608,21/05/2007 09:16,ML,R,6,M,GRETI,VF64355,9e13dd,18.1,75,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
15421,20001cp15,,cp,SP4608,31/05/2000 00:00,,N,1,m,GRETI,VF64404,,18.2,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
254731,20011EX43D,,EX,,29/05/2001 00:00,ingres,,5,M,GRETI,VF64404,,18.3,76,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
15423,20001cp3,,cp,SP4608,31/05/2000 00:00,,N,1,m,GRETI,VF64411,,18.9,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
255301,20021W31,,W,,12/05/2002 00:00,ingres,,6,M,GRETI,VF64411,,18.7,79,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
15702,20001ex30,,ex3,SP4608,01/06/2000 00:00,,N,1,m,GRETI,VF64506,,18.1,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
254617,20011W7,,W,,24/05/2001 00:00,ingres,,5,M,GRETI,VF64506,,17.1,78,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
15775,20001ex49a,,ex4,SP4608,02/06/2000 00:00,,N,1,m,GRETI,VF64533,,18.3,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
254580,20011EX53,,EX,,23/05/2001 00:00,ingres,,5,M,GRETI,VF64533,,18.4,76,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
255352,20021EX53,,EX,,14/05/2002 00:00,ingres,,6,M,GRETI,VF64533,,18.4,74,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
15930,20001cp32,,cp,SP4608,03/06/2000 00:00,,N,1,f,GRETI,VF64602,,20,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
255500,20021CP43,,CP,,20/05/2002 00:00,ingres,,6,F,GRETI,VF64602,,19.2,74,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
16053,20001w79,,w7,SP4608,04/06/2000 00:00,,N,1,f,GRETI,VF64622,,18.5,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
254786,20011W42,,W,,30/05/2001 00:00,ingres,,5,F,GRETI,VF64622,,19.4,74,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
255268,20021W39,,W,,12/05/2002 00:00,ingres,,6,F,GRETI,VF64622,,19.6,74,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
255619,20031W89,,W,,17/05/2003 00:00,ingres,,6,F,GRETI,VF64622,,19,74.5,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
16077,20001w54,,w5,SP4608,05/06/2000 00:00,,N,1,m,GRETI,VF64655,,19.7,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
254719,20011CP6,,CP,,28/05/2001 00:00,ingres,,5,M,GRETI,VF64655,,19.5,76,,,,,,,,0,,,0,0OGC,,,sobseall_long_term_data.csv,,,,1,1,1,,,
40447,20051cp4,,cp4,SP4608,16/05/2005 09:00,AG,R,6,M,GRETI,VF64655,,19.2,79,,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
16219,20001cp24,,cp,SP4608,12/06/2000 00:00,,N,1,m,GRETI,VF64700,,19.7,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,1,1,,,,
