AreaHapMap,GWASId,RingNumber,YearOfBreeding,BroodType,NoFledged,NoRecruits,Include
Hoge_Veluwe,452,AR...92270,2012,1,0,0,1
Hoge_Veluwe,452,AR...92270,2012,0,2,0,1
Oosterhout,67,AR...92272,2012,0,9,2,1
Oosterhout,67,AR...92272,2012,0,9,2,1
Oosterhout,928,AR...92278,2014,1,3,0,1
Oosterhout,928,AR...92278,2014,0,0,0,1
Oosterhout,928,AR...92278,2012,0,5,0,1
Oosterhout,928,AR...92278,2014,1,3,0,1
Oosterhout,928,AR...92278,2013,0,0,0,1
Oosterhout,928,AR...92278,2012,0,5,0,1
Oosterhout,928,AR...92278,2013,0,0,0,1
Oosterhout,928,AR...92278,2013,1,5,1,1
Oosterhout,928,AR...92278,2014,0,0,0,1
Oosterhout,928,AR...92278,2013,1,5,1,1
Oosterhout,59,AR...92279,2012,0,5,0,1
Oosterhout,59,AR...92279,2012,0,5,0,1
Oosterhout,3035,AR...92291,2014,0,10,1,1
Oosterhout,3035,AR...92291,2014,0,10,1,1
Oosterhout,3035,AR...92291,2015,0,7,0,1
Oosterhout,3035,AR...92291,2015,0,7,0,1
Hoge_Veluwe,433,AR...92302,2012,0,6,0,1
Hoge_Veluwe,433,AR...92302,2011,6,6,0,1
Hoge_Veluwe,3122,AR...92346,2012,0,6,0,1
Hoge_Veluwe,3122,AR...92346,2012,2,6,1,1
Hoge_Veluwe,411,AR...92452,2012,0,8,0,1
Hoge_Veluwe,411,AR...92452,2011,0,8,1,1
Hoge_Veluwe,2967,AR...92462,2012,0,8,0,1
Hoge_Veluwe,574,AR...92464,2011,0,11,1,1
Hoge_Veluwe,262,AR...92534,2013,0,4,0,1
Hoge_Veluwe,262,AR...92534,2012,0,7,0,1
Hoge_Veluwe,457,AR...92535,2012,0,0,0,0
Hoge_Veluwe,457,AR...92535,2012,1,3,0,1
Hoge_Veluwe,2924,AR...92580,2015,1,0,0,1
Hoge_Veluwe,2924,AR...92580,2015,0,0,0,1
Hoge_Veluwe,2924,AR...92580,2015,6,0,0,1
Hoge_Veluwe,2924,AR...92580,2013,0,5,1,1
Hoge_Veluwe,2924,AR...92580,2014,0,0,0,1
Hoge_Veluwe,2924,AR...92580,2014,1,5,1,1
Oosterhout,929,AR...92692,2013,0,8,0,1
Oosterhout,929,AR...92692,2013,0,8,0,1
Oosterhout,929,AR...92692,2012,0,6,1,1
Oosterhout,929,AR...92692,2014,0,8,0,1
Oosterhout,929,AR...92692,2012,0,6,1,1
Oosterhout,929,AR...92692,2015,0,6,0,1
Oosterhout,929,AR...92692,2015,0,6,0,1
Oosterhout,929,AR...92692,2014,0,8,0,1
Oosterhout,919,AR...92693,2013,0,6,0,1
Oosterhout,919,AR...92693,2013,0,6,0,1
Oosterhout,919,AR...92693,2012,0,4,0,1
Oosterhout,919,AR...92693,2012,0,4,0,1
Oosterhout,880,AR...92694,2013,0,8,2,1
Oosterhout,880,AR...92694,2013,0,8,2,1
Oosterhout,880,AR...92694,2012,0,7,0,1
Oosterhout,880,AR...92694,2012,0,7,0,1
Oosterhout,247,AR...92695,2013,0,8,0,1
Oosterhout,247,AR...92695,2012,0,7,1,1
Oosterhout,247,AR...92695,2014,0,9,0,1
Oosterhout,247,AR...92695,2012,0,7,1,1
Oosterhout,247,AR...92695,2015,0,4,0,1
Oosterhout,247,AR...92695,2013,0,8,0,1
Oosterhout,247,AR...92695,2015,0,4,0,1
Oosterhout,247,AR...92695,2014,0,9,0,1
Hoge_Veluwe,403,AR...92714,2012,0,5,0,1
Hoge_Veluwe,111,AR...92720,2012,0,7,1,1
Westerheide,2956,AR...92770,2012,0,0,0,1
Hoge_Veluwe,2964,AR...92913,2012,0,5,1,1
Hoge_Veluwe,2964,AR...92913,2013,0,5,1,1
Hoge_Veluwe,2964,AR...92913,2014,0,0,0,0
Hoge_Veluwe,2964,AR...92913,2014,1,6,0,1
Hoge_Veluwe,2965,AR...92914,2012,0,0,0,0
Hoge_Veluwe,458,AR...92947,2012,0,5,0,1
Hoge_Veluwe,199,AR...92949,2013,0,8,0,1
Hoge_Veluwe,199,AR...92949,2012,0,10,0,1
Hoge_Veluwe,575,AR...92996,2011,0,10,2,1
Hoge_Veluwe,576,AR...92997,2011,0,7,0,1
Oosterhout,2916,AR...93006,2015,0,8,0,1
Oosterhout,2916,AR...93006,2013,0,8,1,1
Oosterhout,2916,AR...93006,2015,0,8,0,1
Oosterhout,2916,AR...93006,2012,6,0,0,1
Oosterhout,2916,AR...93006,2014,0,12,2,1
Oosterhout,2916,AR...93006,2013,0,8,1,1
Oosterhout,2916,AR...93006,2014,0,12,2,1
Oosterhout,2916,AR...93006,2012,6,0,0,1
Oosterhout,761,AR...93021,2011,0,7,0,1
Oosterhout,761,AR...93021,2011,0,7,0,1
Oosterhout,3177,AR...93042,2012,0,5,0,1
Oosterhout,3177,AR...93042,2012,0,5,0,1
Oosterhout,2918,AR...93063,2012,0,8,0,1
Oosterhout,2918,AR...93063,2012,2,0,0,1
Oosterhout,2918,AR...93063,2012,0,8,0,1
Oosterhout,2918,AR...93063,2012,2,0,0,1
Oosterhout,3169,AR...93159,2012,0,9,1,1
Oosterhout,3169,AR...93159,2012,0,9,1,1
Oosterhout,2917,AR...93240,2013,0,0,0,1
Oosterhout,2917,AR...93240,2013,1,6,2,1
Oosterhout,2917,AR...93240,2014,0,8,3,1
Oosterhout,2917,AR...93240,2013,1,6,2,1
Oosterhout,2917,AR...93240,2012,0,8,1,1
Oosterhout,2917,AR...93240,2013,0,0,0,1
Oosterhout,2917,AR...93240,2014,0,8,3,1
Oosterhout,2917,AR...93240,2012,0,8,1,1
Oosterhout,66,AR...93261,2012,0,7,3,1
Oosterhout,66,AR...93261,2011,0,8,1,1
Oosterhout,66,AR...93261,2011,0,8,1,1
Oosterhout,66,AR...93261,2012,0,7,3,1
Oosterhout,61,AR...93268,2012,0,8,3,1
Oosterhout,61,AR...93268,2013,0,7,3,1
Oosterhout,61,AR...93268,2012,0,8,3,1
Oosterhout,61,AR...93268,2011,0,7,1,1
Oosterhout,61,AR...93268,2011,0,7,1,1
Oosterhout,61,AR...93268,2013,0,7,3,1
Oosterhout,3170,AR...93347,2012,0,0,0,1
Oosterhout,3170,AR...93347,2012,0,0,0,1
Oosterhout,63,AR...93364,2012,0,10,1,1
Oosterhout,63,AR...93364,2011,0,9,1,1
Oosterhout,63,AR...93364,2012,0,10,1,1
Oosterhout,63,AR...93364,2011,0,9,1,1
Oosterhout,2919,AR...93369,2012,0,5,0,1
Oosterhout,2919,AR...93369,2012,0,5,0,1
Oosterhout,2920,AR...93381,2012,0,10,1,1
Oosterhout,2920,AR...93381,2012,0,10,1,1
Oosterhout,771,AR...93411,2011,0,7,0,1
Oosterhout,771,AR...93411,2011,0,7,0,1
Oosterhout,547,AR...93412,2011,0,8,0,1
Oosterhout,547,AR...93412,2011,0,8,0,1
Oosterhout,64,AR...93474,2013,0,9,0,1
Oosterhout,64,AR...93474,2011,0,8,0,1
Oosterhout,64,AR...93474,2011,0,8,0,1
Oosterhout,64,AR...93474,2012,0,4,0,1
Oosterhout,64,AR...93474,2012,0,4,0,1
Oosterhout,64,AR...93474,2013,0,9,0,1
Oosterhout,765,AR...93525,2011,0,10,0,1
Oosterhout,765,AR...93525,2011,0,10,0,1
Oosterhout,2923,AR...93590,2012,0,8,0,1
Oosterhout,2923,AR...93590,2012,0,8,0,1
Oosterhout,2922,AR...93598,2015,0,8,0,1
Oosterhout,2922,AR...93598,2014,0,9,1,1
Oosterhout,2922,AR...93598,2013,0,7,1,1
Oosterhout,2922,AR...93598,2013,0,7,1,1
Oosterhout,2922,AR...93598,2015,0,8,0,1
Oosterhout,2922,AR...93598,2014,0,9,1,1
Oosterhout,2921,AR...93600,2012,0,8,0,1
Oosterhout,2921,AR...93600,2012,0,8,0,1
Oosterhout,552,AR...93669,2011,0,7,0,1
Oosterhout,552,AR...93669,2011,0,7,0,1
Oosterhout,552,AR...93669,2012,0,7,0,1
Oosterhout,552,AR...93669,2012,0,7,0,1
Oosterhout,648,AR...93671,2011,0,0,0,1
Oosterhout,648,AR...93671,2011,0,0,0,1
Oosterhout,915,AR...93680,2011,0,8,0,1
Oosterhout,915,AR...93680,2015,0,7,0,1
Oosterhout,915,AR...93680,2011,0,8,0,1
Oosterhout,915,AR...93680,2013,0,8,0,1
Oosterhout,915,AR...93680,2012,0,7,0,1
Oosterhout,915,AR...93680,2014,0,11,0,1
Oosterhout,915,AR...93680,2012,0,7,0,1
Oosterhout,915,AR...93680,2015,0,7,0,1
Oosterhout,915,AR...93680,2013,0,8,0,1
Oosterhout,915,AR...93680,2014,0,11,0,1
Oosterhout,65,AR...93698,2011,0,8,0,1
Oosterhout,65,AR...93698,2011,0,8,0,1
Oosterhout,65,AR...93698,2012,0,7,1,1
Oosterhout,65,AR...93698,2012,0,7,1,1
Oosterhout,13,AR...93737,2011,0,10,0,1
Oosterhout,13,AR...93737,2011,0,10,0,1
Oosterhout,13,AR...93737,2012,0,13,0,1
Oosterhout,13,AR...93737,2012,0,13,0,1
Oosterhout,650,AR...93738,2011,0,0,0,1
Oosterhout,650,AR...93738,2011,0,0,0,1
Oosterhout,651,AR...93740,2011,0,7,0,1
Oosterhout,651,AR...93740,2011,0,7,0,1
Hoge_Veluwe,43,AR...93780,2012,0,3,0,1
Hoge_Veluwe,43,AR...93780,2013,0,3,0,1
Hoge_Veluwe,43,AR...93780,2014,0,4,1,1
Hoge_Veluwe,43,AR...93780,2014,2,3,1,1
Hoge_Veluwe,428,AR...93798,2012,0,8,0,1
Hoge_Veluwe,459,AR...93854,2012,0,2,0,1
Oosterhout,248,AR...93862,2013,0,8,0,1
Oosterhout,248,AR...93862,2014,0,8,1,1
Oosterhout,248,AR...93862,2015,0,8,0,1
Oosterhout,248,AR...93862,2013,0,8,0,1
Oosterhout,248,AR...93862,2015,0,8,0,1
Oosterhout,248,AR...93862,2014,0,8,1,1
Bennekomse_Bos,167,AR...93867,2014,0,0,0,0
Bennekomse_Bos,167,AR...93867,2014,1,0,1,1
Bennekomse_Bos,167,AR...93867,2013,0,4,0,1
Bennekomse_Bos,159,AR...93869,2013,0,0,0,0
Bennekomse_Bos,137,AR...93872,2013,0,0,0,0
Bennekomse_Bos,137,AR...93872,2013,1,5,1,1
Bennekomse_Bos,137,AR...93872,2014,6,0,0,1
Oosterhout,3164,AR...93884,2014,0,9,0,1
Oosterhout,3164,AR...93884,2014,0,9,0,1
Oosterhout,3164,AR...93884,2015,0,3,0,1
Oosterhout,3164,AR...93884,2015,0,3,0,1
Hoge_Veluwe,202,AR...93901,2015,0,0,0,1
Hoge_Veluwe,202,AR...93901,2013,0,5,0,1
Hoge_Veluwe,202,AR...93901,2014,0,7,1,1
Hoge_Veluwe,227,AR...93903,2013,0,6,0,1
Oosterhout,251,AR...93923,2014,0,4,0,1
Oosterhout,251,AR...93923,2014,0,4,0,1
Oosterhout,250,AR...93926,2015,0,0,0,1
Oosterhout,250,AR...93926,2014,0,7,0,1
Oosterhout,250,AR...93926,2014,0,7,0,1
Oosterhout,250,AR...93926,2015,0,0,0,1
Oosterhout,186,AR...93928,2014,0,7,1,1
Oosterhout,186,AR...93928,2015,0,2,0,1
Oosterhout,186,AR...93928,2015,0,2,0,1
Oosterhout,186,AR...93928,2014,0,7,1,1
Hoge_Veluwe,1579,AR...93930,2014,0,7,0,1
Hoge_Veluwe,1578,AR...93948,2014,0,4,0,1
Hoge_Veluwe,1578,AR...93948,2015,0,6,0,1
Hoge_Veluwe,1578,AR...93948,2015,2,5,0,1
Hoge_Veluwe,136,AR...93952,2012,0,7,0,1
Hoge_Veluwe,136,AR...93952,2013,0,6,0,1
Hoge_Veluwe,469,AR...93965,2012,0,7,0,1
Hoge_Veluwe,461,AR...93976,2012,0,8,0,1
Hoge_Veluwe,410,AR...93982,2012,0,5,1,1
Hoge_Veluwe,438,AR...97035,2012,0,5,0,1
Hoge_Veluwe,438,AR...97035,2012,2,0,0,0
Roekelse_Bos,479,AR...97038,2012,0,0,0,1
Roekelse_Bos,479,AR...97038,2012,1,1,0,1
Roekelse_Bos,503,AR...97039,2012,0,7,0,1
Roekelse_Bos,477,AR...97045,2012,0,6,0,1
Roekelse_Bos,477,AR...97045,2012,2,0,0,0
Roekelse_Bos,494,AR...97050,2012,0,0,0,1
Roekelse_Bos,472,AR...97102,2012,0,0,0,0
Roekelse_Bos,472,AR...97102,2012,1,0,0,0
Roekelse_Bos,473,AR...97104,2012,2,0,0,1
Roekelse_Bos,473,AR...97104,2012,0,0,0,1
Roekelse_Bos,822,AR...97148,2013,0,2,0,1
Roekelse_Bos,822,AR...97148,2012,0,9,0,1
Roekelse_Bos,474,AR...97150,2012,0,4,0,0
Roekelse_Bos,475,AR...97180,2012,1,0,0,0
Roekelse_Bos,475,AR...97180,2012,0,0,0,0
Buunderkamp,96,AR...97301,2011,2,0,0,1
Buunderkamp,96,AR...97301,2011,0,2,0,1
Buunderkamp,87,AR...97303,2011,0,7,0,1
Buunderkamp,899,AR...97306,2012,0,5,1,1
Buunderkamp,899,AR...97306,2011,0,5,0,1
Buunderkamp,2969,AR...97486,2012,0,7,0,1
Buunderkamp,896,AR...97840,2012,0,6,0,1
Buunderkamp,874,AR...97914,2012,0,7,0,1
Buunderkamp,875,AR...97916,2013,0,0,0,1
Buunderkamp,875,AR...97916,2012,6,0,0,1
Buunderkamp,875,AR...97916,2012,0,2,0,1
Buunderkamp,876,AR...97917,2012,0,4,0,1
Buunderkamp,169,AR...97930,2012,0,4,0,1
Buunderkamp,169,AR...97930,2013,6,3,0,1
Buunderkamp,169,AR...97930,2014,0,6,0,1
Buunderkamp,3031,AR...97944,2014,0,6,0,1
Buunderkamp,877,AR...97999,2012,0,8,0,1
Hoge_Veluwe,1610,AR...98849,2014,0,9,0,1
Hoge_Veluwe,1610,AR...98849,2015,2,6,0,1
Hoge_Veluwe,1610,AR...98849,2015,0,6,0,1
Hoge_Veluwe,1609,AR...98867,2014,0,0,0,0
Hoge_Veluwe,1595,AR...98897,2014,0,0,0,0
Hoge_Veluwe,1614,AR...98949,2014,0,6,0,1
Hoge_Veluwe,1614,AR...98949,2015,0,5,0,1
Warnsborn,131,AT...09377,2011,0,6,2,0
Oosterhout,11,AU...14009,2012,2,0,0,1
Oosterhout,11,AU...14009,2012,0,8,0,1
Oosterhout,11,AU...14009,2012,2,0,0,1
Oosterhout,11,AU...14009,2012,0,8,0,1
Oosterhout,51,AU...14010,2012,0,7,0,1
Oosterhout,51,AU...14010,2012,0,7,0,1
Oosterhout,3011,AU...14051,2014,0,9,0,1
Oosterhout,3011,AU...14051,2014,0,9,0,1
Oosterhout,4,AU...14110,2012,0,5,0,1
Oosterhout,4,AU...14110,2012,0,5,0,1
Oosterhout,5,AU...14111,2012,0,5,0,1
Oosterhout,5,AU...14111,2012,0,5,0,1
Oosterhout,3012,AU...14155,2014,0,10,0,1
Oosterhout,3012,AU...14155,2013,0,6,0,1
Oosterhout,3012,AU...14155,2013,0,6,0,1
Oosterhout,3012,AU...14155,2014,0,10,0,1
Oosterhout,825,AU...14168,2012,0,7,0,1
Oosterhout,825,AU...14168,2013,0,8,1,1
Oosterhout,825,AU...14168,2013,0,8,1,1
Oosterhout,825,AU...14168,2012,2,0,0,1
Oosterhout,825,AU...14168,2012,2,0,0,1
Oosterhout,825,AU...14168,2012,0,7,0,1
Oosterhout,3132,AU...14196,2013,0,8,1,1
Oosterhout,3132,AU...14196,2015,0,9,0,1
Oosterhout,3132,AU...14196,2014,0,11,0,1
Oosterhout,3132,AU...14196,2015,0,9,0,1
Oosterhout,3132,AU...14196,2014,0,11,0,1
Oosterhout,3132,AU...14196,2013,0,8,1,1
Oosterhout,3172,AU...14218,2013,0,5,1,1
Oosterhout,3172,AU...14218,2013,0,5,1,1
Oosterhout,3162,AU...14229,2013,0,8,2,1
Oosterhout,3162,AU...14229,2013,0,8,2,1
Oosterhout,3162,AU...14229,2014,0,0,1,1
Oosterhout,3162,AU...14229,2015,0,3,0,1
Oosterhout,3162,AU...14229,2014,0,0,1,1
Oosterhout,3162,AU...14229,2015,0,3,0,1
Oosterhout,3133,AU...14264,2013,0,9,1,1
Oosterhout,3133,AU...14264,2014,0,7,0,1
Oosterhout,3133,AU...14264,2015,0,8,0,1
Oosterhout,3133,AU...14264,2014,0,7,0,1
Oosterhout,3133,AU...14264,2013,0,9,1,1
Oosterhout,3133,AU...14264,2015,0,8,0,1
Oosterhout,3013,AU...14318,2013,0,8,2,1
Oosterhout,3013,AU...14318,2013,0,8,2,1
Oosterhout,3014,AU...14374,2015,0,0,0,1
Oosterhout,3014,AU...14374,2015,1,4,0,1
Oosterhout,3014,AU...14374,2014,0,9,0,1
Oosterhout,3014,AU...14374,2015,0,0,0,1
Oosterhout,3014,AU...14374,2015,1,4,0,1
Oosterhout,3014,AU...14374,2014,0,9,0,1
Oosterhout,16,AU...14384,2012,0,5,0,1
Oosterhout,16,AU...14384,2012,0,5,0,1
Oosterhout,8,AU...14396,2012,0,6,0,1
Oosterhout,8,AU...14396,2012,0,6,0,1
Oosterhout,240,AU...14497,2013,0,7,3,1
Oosterhout,240,AU...14497,2014,0,6,1,1
Oosterhout,240,AU...14497,2012,0,5,0,1
Oosterhout,240,AU...14497,2013,0,7,3,1
Oosterhout,240,AU...14497,2012,0,5,0,1
Oosterhout,240,AU...14497,2014,0,6,1,1
Oosterhout,3173,AU...14498,2013,0,6,1,1
Oosterhout,3173,AU...14498,2013,0,6,1,1
Oosterhout,10,AU...14500,2012,0,8,0,1
Oosterhout,10,AU...14500,2012,0,8,0,1
Oosterhout,55,AU...14565,2012,0,6,0,1
Oosterhout,55,AU...14565,2012,0,6,0,1
Oosterhout,12,AU...14581,2012,0,7,0,1
Oosterhout,12,AU...14581,2012,0,7,0,1
Bennekomse_Bos,161,AU...14629,2013,0,0,0,0
Bennekomse_Bos,161,AU...14629,2014,0,3,0,1
Bennekomse_Bos,208,AU...14630,2014,1,3,0,1
Bennekomse_Bos,208,AU...14630,2013,0,0,0,0
Bennekomse_Bos,208,AU...14630,2014,0,0,0,0
Bennekomse_Bos,163,AU...14637,2013,0,0,0,0
Bennekomse_Bos,163,AU...14637,2014,0,6,0,1
Bennekomse_Bos,163,AU...14637,2013,1,2,0,1
Hoge_Veluwe,1548,AU...14642,2014,0,7,0,1
Oosterhout,3034,AU...14654,2014,0,10,0,1
Oosterhout,3034,AU...14654,2015,0,8,0,1
Oosterhout,3034,AU...14654,2014,0,10,0,1
Oosterhout,3034,AU...14654,2015,0,8,0,1
Oosterhout,3033,AU...14659,2014,0,8,0,1
Oosterhout,3033,AU...14659,2014,0,8,0,1
Oosterhout,3033,AU...14659,2015,0,8,0,1
Oosterhout,3033,AU...14659,2015,0,8,0,1
Oosterhout,259,AU...14680,2013,0,8,1,1
Oosterhout,259,AU...14680,2015,0,9,0,1
Oosterhout,259,AU...14680,2014,0,9,1,1
Oosterhout,259,AU...14680,2013,0,8,1,1
Oosterhout,259,AU...14680,2014,0,9,1,1
Oosterhout,259,AU...14680,2015,0,9,0,1
Oosterhout,826,AU...14690,2013,0,4,0,1
Oosterhout,826,AU...14690,2013,0,4,0,1
Oosterhout,3140,AU...14725,2015,0,8,0,1
Oosterhout,3140,AU...14725,2014,0,12,0,1
Oosterhout,3140,AU...14725,2014,0,12,0,1
Oosterhout,3140,AU...14725,2015,0,8,0,1
Oosterhout,3141,AU...14773,2014,0,10,3,1
Oosterhout,3141,AU...14773,2015,0,4,0,1
Oosterhout,3141,AU...14773,2015,0,4,0,1
Oosterhout,3141,AU...14773,2014,0,10,3,1
Oosterhout,3038,AU...14789,2015,2,0,0,1
Oosterhout,3038,AU...14789,2015,0,8,0,1
Oosterhout,3038,AU...14789,2014,0,7,0,1
Oosterhout,3038,AU...14789,2014,0,7,0,1
Oosterhout,3038,AU...14789,2015,0,8,0,1
Oosterhout,3038,AU...14789,2015,2,0,0,1
Oosterhout,3175,AU...14825,2014,0,10,0,1
Oosterhout,3175,AU...14825,2014,0,10,0,1
Oosterhout,3174,AU...14832,2015,0,7,0,1
Oosterhout,3174,AU...14832,2014,0,10,1,1
Oosterhout,3174,AU...14832,2015,0,7,0,1
Oosterhout,3174,AU...14832,2014,0,10,1,1
Oosterhout,3037,AU...14929,2014,0,9,0,1
Oosterhout,3037,AU...14929,2014,0,9,0,1
Oosterhout,3036,AU...14932,2014,0,9,1,1
Oosterhout,3036,AU...14932,2014,0,9,1,1
Oosterhout,824,AU...14968,2013,0,0,0,1
Oosterhout,824,AU...14968,2013,0,0,0,1
Oosterhout,3039,AU...14994,2014,0,10,1,1
Oosterhout,3039,AU...14994,2014,0,10,1,1
Westerheide,906,AU...15002,2015,0,2,0,1
Westerheide,906,AU...15002,2015,2,0,0,1
Westerheide,906,AU...15002,2013,0,5,0,1
Westerheide,906,AU...15002,2012,0,3,0,1
Westerheide,906,AU...15002,2014,0,0,0,1
Westerheide,916,AU...15005,2012,0,8,0,0
Westerheide,916,AU...15005,2014,2,9,1,1
Westerheide,916,AU...15005,2013,0,7,0,1
Westerheide,916,AU...15005,2015,0,0,0,1
Westerheide,916,AU...15005,2015,1,5,0,1
Westerheide,916,AU...15005,2014,0,2,0,1
Westerheide,373,AU...15007,2012,0,6,0,1
Warnsborn,3024,AU...15026,2013,0,6,1,1
Westerheide,337,AU...15028,2012,0,7,0,1
Westerheide,511,AU...15031,2012,0,8,0,1
Westerheide,392,AU...15037,2012,0,6,0,0
Westerheide,918,AU...15079,2012,0,0,0,1
Westerheide,918,AU...15079,2013,0,5,0,1
Westerheide,3028,AU...15092,2014,2,6,1,1
Westerheide,3028,AU...15092,2014,0,2,0,1
Westerheide,3028,AU...15092,2013,0,7,0,1
Westerheide,3027,AU...15093,2013,0,8,0,1
Westerheide,3023,AU...15130,2014,0,7,0,1
Westerheide,3023,AU...15130,2013,0,6,0,1
Westerheide,3023,AU...15130,2015,0,6,0,1
Warnsborn,3025,AU...15140,2013,0,8,0,1
Warnsborn,3025,AU...15140,2014,0,8,1,1
Westerheide,3139,AU...15155,2013,0,8,0,0
Westerheide,3026,AU...15207,2014,0,3,0,1
Westerheide,3137,AU...15271,2013,0,6,0,1
Westerheide,3022,AU...15344,2015,2,7,0,1
Westerheide,3022,AU...15344,2014,0,5,0,1
Westerheide,3022,AU...15344,2014,2,5,1,1
Westerheide,3022,AU...15344,2013,6,2,0,1
Westerheide,3022,AU...15344,2015,0,6,0,1
Westerheide,3029,AU...15400,2014,0,5,1,1
Westerheide,3029,AU...15400,2013,0,5,0,1
Warnsborn,883,AU...15471,2013,0,0,0,0
Warnsborn,883,AU...15471,2014,0,0,0,0
Warnsborn,441,AU...15473,2014,0,7,0,0
Warnsborn,441,AU...15473,2013,0,0,0,0
Warnsborn,31,AU...15501,2012,0,5,0,1
Warnsborn,31,AU...15501,2012,2,0,0,1
Westerheide,9,AU...15503,2012,0,4,1,1
Warnsborn,921,AU...15578,2014,0,1,0,1
Warnsborn,921,AU...15578,2013,0,2,0,1
Warnsborn,3138,AU...15717,2014,0,0,0,0
Warnsborn,3138,AU...15717,2013,0,0,0,0
Warnsborn,3138,AU...15717,2015,1,4,0,1
Warnsborn,3138,AU...15717,2014,1,0,0,1
Warnsborn,3138,AU...15717,2015,0,3,0,1
Westerheide,3020,AU...15825,2015,0,7,0,1
Westerheide,3020,AU...15825,2014,0,0,0,0
Westerheide,3020,AU...15825,2013,0,4,0,1
Westerheide,857,AU...15911,2015,0,8,0,1
Westerheide,857,AU...15911,2013,0,8,1,1
Westerheide,857,AU...15911,2014,0,7,0,1
Westerheide,857,AU...15911,2012,0,7,0,1
Westerheide,2,AU...15922,2012,0,0,0,1
Westerheide,320,AU...15958,2012,0,8,0,0
Westerheide,275,AU...15959,2012,0,0,0,0
Warnsborn,3019,AU...16530,2014,0,2,0,1
Warnsborn,879,AU...16729,2013,0,6,1,1
Warnsborn,429,AU...16738,2013,0,0,0,0
Warnsborn,429,AU...16738,2014,0,5,0,0
Westerheide,900,AU...16741,2013,0,7,0,1
Westerheide,189,AU...16743,2013,0,7,0,1
Warnsborn,939,AU...16744,2013,0,8,0,1
Westerheide,200,AU...16745,2013,0,5,1,0
Westerheide,177,AU...16746,2013,0,3,0,1
Warnsborn,175,AU...16747,2013,0,8,0,1
Warnsborn,195,AU...16749,2013,0,6,0,1
Westerheide,192,AU...16750,2013,0,5,1,1
Westerheide,192,AU...16750,2014,0,5,3,1
Warnsborn,196,AU...16870,2013,0,3,0,1
Westerheide,170,AU...16872,2013,0,6,0,1
Westerheide,29,AU...16930,2013,0,0,0,0
Warnsborn,19,AU...16989,2014,0,6,0,0
Roekelse_Bos,476,AU...17027,2012,0,5,0,1
Roekelse_Bos,476,AU...17027,2012,2,0,0,1
Roekelse_Bos,529,AU...17167,2012,0,5,0,1
Roekelse_Bos,529,AU...17167,2012,2,0,0,1
Roekelse_Bos,485,AU...17196,2012,0,4,0,1
Roekelse_Bos,832,AU...18053,2013,0,2,0,1
Roekelse_Bos,833,AU...18055,2013,0,0,0,0
Warnsborn,3176,AU...19552,2014,0,6,0,1
Warnsborn,28,AU...19762,2014,0,0,0,0
Warnsborn,28,AU...19762,2015,0,6,0,1
Hoge_Veluwe,923,AU...28008,2012,0,0,0,0
Hoge_Veluwe,923,AU...28008,2013,0,2,1,1
Hoge_Veluwe,923,AU...28008,2012,1,6,0,1
Hoge_Veluwe,115,AU...28113,2012,0,9,0,1
Hoge_Veluwe,933,AU...28122,2012,0,8,0,1
Hoge_Veluwe,933,AU...28122,2013,0,3,0,1
Hoge_Veluwe,463,AU...28126,2012,0,6,0,1
Hoge_Veluwe,934,AU...28149,2014,0,4,0,1
Hoge_Veluwe,934,AU...28149,2013,0,3,0,1
Hoge_Veluwe,934,AU...28149,2012,0,6,0,1
Hoge_Veluwe,456,AU...28303,2012,0,2,0,1
Hoge_Veluwe,465,AU...28314,2012,0,10,0,1
Hoge_Veluwe,466,AU...28316,2012,0,7,0,1
Hoge_Veluwe,467,AU...28516,2012,0,0,0,0
Hoge_Veluwe,468,AU...28517,2012,0,7,0,1
Hoge_Veluwe,217,AU...28529,2013,6,4,1,1
Hoge_Veluwe,217,AU...28529,2012,0,5,1,0
Hoge_Veluwe,3015,AU...28774,2013,0,6,0,1
Hoge_Veluwe,3015,AU...28774,2014,0,0,0,0
Hoge_Veluwe,445,AU...28806,2012,0,5,1,1
Hoge_Veluwe,225,AU...28818,2012,0,4,0,1
Hoge_Veluwe,225,AU...28818,2013,0,0,0,1
Hoge_Veluwe,905,AU...28820,2012,0,0,0,0
Hoge_Veluwe,203,AU...28827,2012,0,7,0,1
Hoge_Veluwe,203,AU...28827,2013,0,4,0,1
Hoge_Veluwe,897,AU...28880,2012,0,0,0,1
Hoge_Veluwe,204,AU...28916,2013,0,3,0,1
Hoge_Veluwe,204,AU...28916,2012,0,6,0,1
Hoge_Veluwe,26,AU...28943,2012,0,6,0,1
Hoge_Veluwe,3135,AU...29030,2014,0,1,0,1
Hoge_Veluwe,3135,AU...29030,2015,1,2,0,1
Hoge_Veluwe,3135,AU...29030,2015,0,0,0,1
Hoge_Veluwe,3134,AU...29058,2015,2,0,0,1
Hoge_Veluwe,3134,AU...29058,2015,0,2,0,1
Hoge_Veluwe,3134,AU...29058,2014,2,2,0,1
Hoge_Veluwe,3134,AU...29058,2013,0,5,0,1
Hoge_Veluwe,3134,AU...29058,2014,0,6,1,1
Hoge_Veluwe,205,AU...29075,2013,0,7,0,1
Hoge_Veluwe,205,AU...29075,2012,0,2,0,1
Westerheide,3018,AU...29159,2013,0,7,0,1
Hoge_Veluwe,3017,AU...29296,2013,0,7,0,1
Hoge_Veluwe,3017,AU...29296,2014,1,0,0,0
