"","ring","date","seeds","recs","pit","yr","sp","ring.info"
"1040.17","tk27588","2007-11-09",3,3,"A4FEEB","2007","G","2007breeder"
"1040.18","tk27588","2007-11-10",1,2,"A4FEEB","2007","G","2007breeder"
"1040.19","tk27588","2007-11-11",1,1,"A4FEEB","2007","G","2007breeder"
"1040.20","tk27588","2007-11-16",4,4,"A4FEEB","2007","G","2007breeder"
"1040.21","tk27588","2007-11-25",10,10,"A4FEEB","2007","G","2007breeder"
"1040.22","tk27588","2007-11-27",46,50,"A4FEEB","2007","G","2007breeder"
"1040.23","tk27588","2007-11-28",24,27,"A4FEEB","2007","G","2007breeder"
"1040.24","tk27588","2007-11-29",19,19,"A4FEEB","2007","G","2007breeder"
"1040.25","tk27588","2007-11-30",28,30,"A4FEEB","2007","G","2007breeder"
"1040.26","tk27588","2007-12-02",1,1,"A4FEEB","2007","G","2007breeder"
"1040.27","tk27588","2007-12-03",3,3,"A4FEEB","2007","G","2007breeder"
"1040.28","tk27588","2007-12-04",41,44,"A4FEEB","2007","G","2007breeder"
"1040.29","tk27588","2007-12-05",52,55,"A4FEEB","2007","G","2007breeder"
"1040.30","tk27588","2007-12-10",5,6,"A4FEEB","2007","G","2007breeder"
"1040.31","tk27588","2007-12-20",29,30,"A4FEEB","2007","G","2007breeder"
"1040.32","tk27588","2007-12-21",37,40,"A4FEEB","2007","G","2007breeder"
"1040.33","tk27588","2007-12-22",9,9,"A4FEEB","2007","G","2007breeder"
"1040.34","tk27588","2007-12-23",1,1,"A4FEEB","2007","G","2007breeder"
"1040.35","tk27588","2007-12-28",15,15,"A4FEEB","2007","G","2007breeder"
"1040.36","tk27588","2007-12-29",36,36,"A4FEEB","2007","G","2007breeder"
"1040.37","tk27588","2007-12-30",27,27,"A4FEEB","2007","G","2007breeder"
"1040.38","tk27588","2007-12-31",1,1,"A4FEEB","2007","G","2007breeder"
"1040.39","tk27588","2008-01-02",1,1,"A4FEEB","2008","G","2007breeder"
"1040.40","tk27588","2008-01-04",39,40,"A4FEEB","2008","G","2007breeder"
"1040.41","tk27588","2008-01-05",11,12,"A4FEEB","2008","G","2007breeder"
"1040.42","tk27588","2008-01-06",3,4,"A4FEEB","2008","G","2007breeder"
"1040.43","tk27588","2008-01-08",32,32,"A4FEEB","2008","G","2007breeder"
"1040.44","tk27588","2008-01-09",26,27,"A4FEEB","2008","G","2007breeder"
"1040.45","tk27588","2008-01-10",5,5,"A4FEEB","2008","G","2007breeder"
"1040.46","tk27588","2008-01-12",45,46,"A4FEEB","2008","G","2007breeder"
"1040.47","tk27588","2008-01-13",3,4,"A4FEEB","2008","G","2007breeder"
"1040.48","tk27588","2008-01-14",13,13,"A4FEEB","2008","G","2007breeder"
"1040.49","tk27588","2008-01-15",9,11,"A4FEEB","2008","G","2007breeder"
"1040.50","tk27588","2008-01-16",6,6,"A4FEEB","2008","G","2007breeder"
"1040.51","tk27588","2008-01-19",1,2,"A4FEEB","2008","G","2007breeder"
"1040.52","tk27588","2008-01-20",43,47,"A4FEEB","2008","G","2007breeder"
"1040.53","tk27588","2008-01-23",11,12,"A4FEEB","2008","G","2007breeder"
"1040.54","tk27588","2008-01-24",15,16,"A4FEEB","2008","G","2007breeder"
"1040.55","tk27588","2008-01-25",21,21,"A4FEEB","2008","G","2007breeder"
"1040.56","tk27588","2008-01-28",19,19,"A4FEEB","2008","G","2007breeder"
"1040.57","tk27588","2008-01-29",20,24,"A4FEEB","2008","G","2007breeder"
"1040.58","tk27588","2008-01-30",3,6,"A4FEEB","2008","G","2007breeder"
"1040.59","tk27588","2008-02-02",16,16,"A4FEEB","2008","G","2007breeder"
"1040.60","tk27588","2008-02-03",1,1,"A4FEEB","2008","G","2007breeder"
"1040.61","tk27588","2008-02-07",3,4,"A4FEEB","2008","G","2007breeder"
"1040.62","tk27588","2008-02-08",23,23,"A4FEEB","2008","G","2007breeder"
"1040.63","tk27588","2008-02-10",2,3,"A4FEEB","2008","G","2007breeder"
"1040.64","tk27588","2008-02-11",19,22,"A4FEEB","2008","G","2007breeder"
"1040.65","tk27588","2008-02-12",14,14,"A4FEEB","2008","G","2007breeder"
"1040.66","tk27588","2008-02-13",9,13,"A4FEEB","2008","G","2007breeder"
"1040.67","tk27588","2008-02-14",22,23,"A4FEEB","2008","G","2007breeder"
"1040.68","tk27588","2008-02-15",32,34,"A4FEEB","2008","G","2007breeder"
"1040.69","tk27588","2008-02-16",10,13,"A4FEEB","2008","G","2007breeder"
"1040.70","tk27588","2008-02-17",3,3,"A4FEEB","2008","G","2007breeder"
"1040.71","tk27588","2008-02-21",1,2,"A4FEEB","2008","G","2007breeder"
"1040.72","tk27588","2008-02-25",30,30,"A4FEEB","2008","G","2007breeder"
"1040.73","tk27588","2008-02-27",1,1,"A4FEEB","2008","G","2007breeder"
"1040.74","tk27588","2008-02-28",30,33,"A4FEEB","2008","G","2007breeder"
"1040.75","tk27588","2008-02-29",39,40,"A4FEEB","2008","G","2007breeder"
"1040.76","tk27588","2008-03-01",1,1,"A4FEEB","2008","G","2007breeder"
"1040.77","tk27588","2008-03-02",1,1,"A4FEEB","2008","G","2007breeder"
"1040.78","tk27588","2008-03-06",1,1,"A4FEEB","2008","G","2007breeder"
"1040.79","tk27588","2008-08-28",12,12,"A4FEEB","2008","G","2007breeder"
"1040.80","tk27588","2008-08-29",34,34,"A4FEEB","2008","G","2007breeder"
"1040.81","tk27588","2008-08-30",17,17,"A4FEEB","2008","G","2007breeder"
"1040.82","tk27588","2008-08-31",24,24,"A4FEEB","2008","G","2007breeder"
"1040.83","tk27588","2008-09-01",1,1,"A4FEEB","2008","G","2007breeder"
"1040.84","tk27588","2008-09-02",17,18,"A4FEEB","2008","G","2007breeder"
"1040.85","tk27588","2008-09-07",1,1,"A4FEEB","2008","G","2007breeder"
"1040.86","tk27588","2008-09-08",5,5,"A4FEEB","2008","G","2007breeder"
"1040.87","tk27588","2008-09-09",2,2,"A4FEEB","2008","G","2007breeder"
"1040.88","tk27588","2008-09-10",7,7,"A4FEEB","2008","G","2007breeder"
"1040.89","tk27588","2008-09-11",20,20,"A4FEEB","2008","G","2007breeder"
"1040.90","tk27588","2008-09-12",1,1,"A4FEEB","2008","G","2007breeder"
"1927","tj24269","2007-10-24",12,14,"A4FF24","2007","G","2007pullus"
"1927.1","tj24269","2007-11-10",28,28,"A4FF24","2007","G","2007pullus"
"1927.2","tj24269","2007-11-11",11,12,"A4FF24","2007","G","2007pullus"
"1927.3","tj24269","2007-11-12",2,2,"A4FF24","2007","G","2007pullus"
"1927.4","tj24269","2007-11-14",1,1,"A4FF24","2007","G","2007pullus"
"1927.5","tj24269","2007-11-24",37,39,"A4FF24","2007","G","2007pullus"
"1927.6","tj24269","2007-11-25",34,37,"A4FF24","2007","G","2007pullus"
"1927.7","tj24269","2007-11-28",20,24,"A4FF24","2007","G","2007pullus"
"1927.8","tj24269","2007-11-30",21,22,"A4FF24","2007","G","2007pullus"
"1927.9","tj24269","2007-12-01",6,6,"A4FF24","2007","G","2007pullus"
"1927.10","tj24269","2007-12-02",16,18,"A4FF24","2007","G","2007pullus"
"1927.11","tj24269","2007-12-03",26,26,"A4FF24","2007","G","2007pullus"
"1927.12","tj24269","2007-12-04",15,15,"A4FF24","2007","G","2007pullus"
"1927.13","tj24269","2007-12-06",10,11,"A4FF24","2007","G","2007pullus"
"1927.14","tj24269","2007-12-07",2,2,"A4FF24","2007","G","2007pullus"
"1927.15","tj24269","2007-12-10",3,3,"A4FF24","2007","G","2007pullus"
"1927.16","tj24269","2008-01-06",9,10,"A4FF24","2008","G","2007pullus"
"1927.17","tj24269","2008-01-19",15,15,"A4FF24","2008","G","2007pullus"
"1927.18","tj24269","2008-01-20",5,6,"A4FF24","2008","G","2007pullus"
"1927.19","tj24269","2008-02-02",21,21,"A4FF24","2008","G","2007pullus"
"1927.20","tj24269","2008-02-03",5,5,"A4FF24","2008","G","2007pullus"
"1927.21","tj24269","2008-02-18",29,29,"A4FF24","2008","G","2007pullus"
"1927.22","tj24269","2008-02-19",30,31,"A4FF24","2008","G","2007pullus"
"1927.23","tj24269","2008-02-20",1,1,"A4FF24","2008","G","2007pullus"
"1927.24","tj24269","2008-09-05",1,1,"A4FF24","2008","G","2007pullus"
"1927.25","tj24269","2008-09-19",33,33,"A4FF24","2008","G","2007pullus"
"1927.26","tj24269","2008-09-20",6,7,"A4FF24","2008","G","2007pullus"
"1927.27","tj24269","2008-10-07",21,22,"A4FF24","2008","G","2007pullus"
"1927.28","tj24269","2008-10-28",39,39,"A4FF24","2008","G","2007pullus"
"1927.29","tj24269","2008-10-29",7,7,"A4FF24","2008","G","2007pullus"
"1927.30","tj24269","2008-11-15",43,47,"A4FF24","2008","G","2007pullus"
"1927.31","tj24269","2008-11-25",8,8,"A4FF24","2008","G","2007pullus"
"1927.32","tj24269","2009-01-06",18,21,"A4FF24","2009","G","2007pullus"
"34","k578797","2008-08-28",5,5,"A4FF42","2008","G","2007/08winter"
"34.1","k578797","2008-08-29",11,11,"A4FF42","2008","G","2007/08winter"
"34.2","k578797","2008-08-30",3,3,"A4FF42","2008","G","2007/08winter"
"34.3","k578797","2008-08-31",1,1,"A4FF42","2008","G","2007/08winter"
"753","tb27182","2007-09-11",15,15,"A4FF4A","2007","G","2007breeder"
"753.1","tb27182","2007-09-12",8,9,"A4FF4A","2007","G","2007breeder"
"753.2","tb27182","2007-10-02",2,2,"A4FF4A","2007","G","2007breeder"
"753.3","tb27182","2007-10-10",13,13,"A4FF4A","2007","G","2007breeder"
"753.4","tb27182","2007-10-11",15,15,"A4FF4A","2007","G","2007breeder"
"753.5","tb27182","2007-10-12",17,17,"A4FF4A","2007","G","2007breeder"
"753.6","tb27182","2007-10-13",11,11,"A4FF4A","2007","G","2007breeder"
"753.7","tb27182","2007-10-14",2,2,"A4FF4A","2007","G","2007breeder"
"753.8","tb27182","2007-10-18",18,22,"A4FF4A","2007","G","2007breeder"
"753.9","tb27182","2007-10-31",4,4,"A4FF4A","2007","G","2007breeder"
"753.10","tb27182","2007-11-01",3,3,"A4FF4A","2007","G","2007breeder"
"753.11","tb27182","2008-01-08",14,16,"A4FF4A","2008","G","2007breeder"
"753.12","tb27182","2008-01-09",2,2,"A4FF4A","2008","G","2007breeder"
"753.13","tb27182","2008-01-28",6,6,"A4FF4A","2008","G","2007breeder"
"753.14","tb27182","2008-02-04",18,19,"A4FF4A","2008","G","2007breeder"
"753.15","tb27182","2008-02-05",29,31,"A4FF4A","2008","G","2007breeder"
"753.16","tb27182","2008-02-07",37,38,"A4FF4A","2008","G","2007breeder"
"753.17","tb27182","2008-02-08",27,32,"A4FF4A","2008","G","2007breeder"
"753.18","tb27182","2008-02-09",2,2,"A4FF4A","2008","G","2007breeder"
"753.19","tb27182","2008-02-14",4,4,"A4FF4A","2008","G","2007breeder"
"753.20","tb27182","2008-02-15",46,49,"A4FF4A","2008","G","2007breeder"
"753.21","tb27182","2008-02-16",9,9,"A4FF4A","2008","G","2007breeder"
"753.22","tb27182","2008-02-18",17,19,"A4FF4A","2008","G","2007breeder"
"753.23","tb27182","2008-02-19",12,12,"A4FF4A","2008","G","2007breeder"
"753.24","tb27182","2008-02-20",3,3,"A4FF4A","2008","G","2007breeder"
"753.25","tb27182","2008-08-23",23,27,"A4FF4A","2008","G","2007breeder"
"753.26","tb27182","2008-08-24",34,39,"A4FF4A","2008","G","2007breeder"
"753.27","tb27182","2008-08-25",24,27,"A4FF4A","2008","G","2007breeder"
"753.28","tb27182","2008-08-28",16,16,"A4FF4A","2008","G","2007breeder"
"753.29","tb27182","2008-08-29",34,42,"A4FF4A","2008","G","2007breeder"
"753.30","tb27182","2008-09-06",2,2,"A4FF4A","2008","G","2007breeder"
"753.31","tb27182","2008-09-18",1,1,"A4FF4A","2008","G","2007breeder"
"753.32","tb27182","2008-09-19",16,17,"A4FF4A","2008","G","2007breeder"
"753.33","tb27182","2008-09-21",1,1,"A4FF4A","2008","G","2007breeder"
"753.34","tb27182","2008-12-13",1,1,"A4FF4A","2008","G","2007breeder"
"753.35","tb27182","2008-12-17",7,7,"A4FF4A","2008","G","2007breeder"
"753.36","tb27182","2008-12-19",13,13,"A4FF4A","2008","G","2007breeder"
"753.37","tb27182","2009-02-23",4,4,"A4FF4A","2009","G","2007breeder"
"753.38","tb27182","2009-02-27",23,26,"A4FF4A","2009","G","2007breeder"
"753.39","tb27182","2009-08-27",21,22,"A4FF4A","2009","G","2007breeder"
"753.40","tb27182","2009-08-28",35,37,"A4FF4A","2009","G","2007breeder"
"753.41","tb27182","2009-08-29",6,6,"A4FF4A","2009","G","2007breeder"
"753.42","tb27182","2009-09-02",27,27,"A4FF4A","2009","G","2007breeder"
"753.43","tb27182","2009-09-03",19,21,"A4FF4A","2009","G","2007breeder"
"753.44","tb27182","2009-09-04",18,20,"A4FF4A","2009","G","2007breeder"
"753.45","tb27182","2009-09-05",4,4,"A4FF4A","2009","G","2007breeder"
"753.46","tb27182","2009-11-05",1,1,"A4FF4A","2009","G","2007breeder"
"753.47","tb27182","2010-02-09",23,25,"A4FF4A","2010","G","2007breeder"
"753.48","tb27182","2010-02-24",19,21,"A4FF4A","2010","G","2007breeder"
"3374","tk26934","2007-09-10",2,2,"A4FF5A","2007","G","2007pullus"
"3374.1","tk26934","2007-09-20",1,1,"A4FF5A","2007","G","2007pullus"
"3374.2","tk26934","2007-09-23",3,3,"A4FF5A","2007","G","2007pullus"
"3374.3","tk26934","2007-10-19",7,7,"A4FF5A","2007","G","2007pullus"
"3374.4","tk26934","2007-10-29",1,2,"A4FF5A","2007","G","2007pullus"
"3374.5","tk26934","2007-11-03",7,12,"A4FF5A","2007","G","2007pullus"
"326","k578069","2007-09-26",25,30,"A4FF70","2007","G","2007breeder"
"326.1","k578069","2007-09-27",7,7,"A4FF70","2007","G","2007breeder"
"326.2","k578069","2007-09-28",1,1,"A4FF70","2007","G","2007breeder"
"326.3","k578069","2007-10-04",3,4,"A4FF70","2007","G","2007breeder"
"326.4","k578069","2007-10-05",8,8,"A4FF70","2007","G","2007breeder"
"326.5","k578069","2007-11-05",1,1,"A4FF70","2007","G","2007breeder"
"326.6","k578069","2007-11-10",13,13,"A4FF70","2007","G","2007breeder"
"326.7","k578069","2007-11-11",41,44,"A4FF70","2007","G","2007breeder"
"326.8","k578069","2007-11-12",20,21,"A4FF70","2007","G","2007breeder"
"326.9","k578069","2007-11-13",50,55,"A4FF70","2007","G","2007breeder"
"326.10","k578069","2007-12-07",11,13,"A4FF70","2007","G","2007breeder"
"326.11","k578069","2007-12-08",42,44,"A4FF70","2007","G","2007breeder"
"326.12","k578069","2007-12-09",1,2,"A4FF70","2007","G","2007breeder"
"326.13","k578069","2008-01-08",34,36,"A4FF70","2008","G","2007breeder"
"326.14","k578069","2008-01-09",9,9,"A4FF70","2008","G","2007breeder"
"326.15","k578069","2008-01-20",1,1,"A4FF70","2008","G","2007breeder"
"326.16","k578069","2008-02-04",1,1,"A4FF70","2008","G","2007breeder"
"326.17","k578069","2008-02-05",23,25,"A4FF70","2008","G","2007breeder"
"326.18","k578069","2008-02-21",27,30,"A4FF70","2008","G","2007breeder"
"326.19","k578069","2008-02-22",16,17,"A4FF70","2008","G","2007breeder"
"326.20","k578069","2008-03-01",16,17,"A4FF70","2008","G","2007breeder"
"326.21","k578069","2008-03-02",1,1,"A4FF70","2008","G","2007breeder"
"783","tc58481","2007-08-03",17,17,"A4FF92","2007","G","2007breeder"
"783.1","tc58481","2007-08-04",33,33,"A4FF92","2007","G","2007breeder"
"783.2","tc58481","2007-08-05",41,42,"A4FF92","2007","G","2007breeder"
"783.3","tc58481","2007-08-06",37,40,"A4FF92","2007","G","2007breeder"
"783.4","tc58481","2007-08-07",36,38,"A4FF92","2007","G","2007breeder"
"783.5","tc58481","2007-08-08",43,46,"A4FF92","2007","G","2007breeder"
"783.6","tc58481","2007-08-09",41,41,"A4FF92","2007","G","2007breeder"
"783.7","tc58481","2007-08-10",51,54,"A4FF92","2007","G","2007breeder"
"783.8","tc58481","2007-08-11",16,22,"A4FF92","2007","G","2007breeder"
"783.9","tc58481","2007-08-13",1,1,"A4FF92","2007","G","2007breeder"
"783.10","tc58481","2007-09-06",5,5,"A4FF92","2007","G","2007breeder"
"783.11","tc58481","2007-09-07",13,14,"A4FF92","2007","G","2007breeder"
"783.12","tc58481","2007-09-08",23,24,"A4FF92","2007","G","2007breeder"
"783.13","tc58481","2007-09-09",6,6,"A4FF92","2007","G","2007breeder"
"783.14","tc58481","2007-09-10",5,6,"A4FF92","2007","G","2007breeder"
"783.15","tc58481","2007-09-11",1,1,"A4FF92","2007","G","2007breeder"
"783.16","tc58481","2007-09-27",3,3,"A4FF92","2007","G","2007breeder"
"783.17","tc58481","2007-09-28",14,14,"A4FF92","2007","G","2007breeder"
"783.18","tc58481","2007-09-29",44,45,"A4FF92","2007","G","2007breeder"
"783.19","tc58481","2007-10-25",2,2,"A4FF92","2007","G","2007breeder"
"783.20","tc58481","2007-10-26",16,16,"A4FF92","2007","G","2007breeder"
"783.21","tc58481","2007-10-27",6,6,"A4FF92","2007","G","2007breeder"
"783.22","tc58481","2007-11-09",7,8,"A4FF92","2007","G","2007breeder"
"783.23","tc58481","2007-12-01",8,9,"A4FF92","2007","G","2007breeder"
"783.24","tc58481","2007-12-02",1,1,"A4FF92","2007","G","2007breeder"
"783.25","tc58481","2007-12-11",10,10,"A4FF92","2007","G","2007breeder"
"783.26","tc58481","2007-12-12",23,24,"A4FF92","2007","G","2007breeder"
"783.27","tc58481","2007-12-22",1,1,"A4FF92","2007","G","2007breeder"
"783.28","tc58481","2008-01-08",25,25,"A4FF92","2008","G","2007breeder"
"783.29","tc58481","2008-01-09",20,21,"A4FF92","2008","G","2007breeder"
"783.30","tc58481","2008-01-28",1,1,"A4FF92","2008","G","2007breeder"
"783.31","tc58481","2008-02-05",18,20,"A4FF92","2008","G","2007breeder"
"783.32","tc58481","2008-02-15",14,15,"A4FF92","2008","G","2007breeder"
"783.33","tc58481","2008-02-27",13,14,"A4FF92","2008","G","2007breeder"
"783.34","tc58481","2008-02-29",1,1,"A4FF92","2008","G","2007breeder"
"4069","tl39040","2009-01-21",8,9,"A4FFD3","2009","G","2008/09winter"
"4069.1","tl39040","2009-01-24",2,3,"A4FFD3","2009","G","2008/09winter"
"4069.2","tl39040","2009-01-26",12,12,"A4FFD3","2009","G","2008/09winter"
"4069.3","tl39040","2009-01-27",2,2,"A4FFD3","2009","G","2008/09winter"
"4069.4","tl39040","2009-02-20",6,6,"A4FFD3","2009","G","2008/09winter"
"4069.5","tl39040","2009-02-21",41,44,"A4FFD3","2009","G","2008/09winter"
"4069.6","tl39040","2009-02-22",14,15,"A4FFD3","2009","G","2008/09winter"
"4069.7","tl39040","2009-02-23",1,1,"A4FFD3","2009","G","2008/09winter"
"4069.8","tl39040","2009-03-04",1,1,"A4FFD3","2009","G","2008/09winter"
"272","f952449","2007-09-07",6,6,"A4FFE2","2007","G","2007breeder"
"272.1","f952449","2007-09-09",11,11,"A4FFE2","2007","G","2007breeder"
"272.2","f952449","2007-09-10",8,8,"A4FFE2","2007","G","2007breeder"
"272.3","f952449","2007-09-11",11,11,"A4FFE2","2007","G","2007breeder"
"272.4","f952449","2007-09-12",3,4,"A4FFE2","2007","G","2007breeder"
"954","tk26049","2008-02-05",2,2,"A4FFE7","2008","G","2007breeder"
"1306","tb27250","2007-09-21",13,16,"A4FFF4","2007","G","2007pullus"
"1306.1","tb27250","2007-09-22",1,2,"A4FFF4","2007","G","2007pullus"
"1306.2","tb27250","2007-09-27",5,5,"A4FFF4","2007","G","2007pullus"
"1306.3","tb27250","2007-09-29",30,32,"A4FFF4","2007","G","2007pullus"
"1306.4","tb27250","2007-09-30",2,2,"A4FFF4","2007","G","2007pullus"
"1306.5","tb27250","2007-10-26",27,29,"A4FFF4","2007","G","2007pullus"
"1306.6","tb27250","2007-10-27",2,2,"A4FFF4","2007","G","2007pullus"
"1306.7","tb27250","2007-11-08",52,56,"A4FFF4","2007","G","2007pullus"
"1306.8","tb27250","2007-11-09",21,27,"A4FFF4","2007","G","2007pullus"
"1306.9","tb27250","2007-11-29",1,1,"A4FFF4","2007","G","2007pullus"
"1306.10","tb27250","2007-12-05",1,1,"A4FFF4","2007","G","2007pullus"
"1306.11","tb27250","2008-01-11",39,43,"A4FFF4","2008","G","2007pullus"
"1306.12","tb27250","2008-01-12",16,23,"A4FFF4","2008","G","2007pullus"
"1306.13","tb27250","2008-02-14",24,27,"A4FFF4","2008","G","2007pullus"
"1306.14","tb27250","2008-02-15",8,9,"A4FFF4","2008","G","2007pullus"
"1306.15","tb27250","2008-02-26",28,29,"A4FFF4","2008","G","2007pullus"
"1306.16","tb27250","2008-02-27",1,1,"A4FFF4","2008","G","2007pullus"
"1306.17","tb27250","2008-09-02",35,35,"A4FFF4","2008","G","2007pullus"
"1306.18","tb27250","2008-09-03",41,44,"A4FFF4","2008","G","2007pullus"
"1306.19","tb27250","2008-09-04",2,2,"A4FFF4","2008","G","2007pullus"
"1306.20","tb27250","2008-09-09",16,16,"A4FFF4","2008","G","2007pullus"
"1306.21","tb27250","2008-09-13",1,1,"A4FFF4","2008","G","2007pullus"
"1306.22","tb27250","2008-09-18",1,1,"A4FFF4","2008","G","2007pullus"
"1306.23","tb27250","2008-09-19",59,59,"A4FFF4","2008","G","2007pullus"
"1306.24","tb27250","2008-09-20",20,25,"A4FFF4","2008","G","2007pullus"
"1306.25","tb27250","2008-10-09",26,26,"A4FFF4","2008","G","2007pullus"
"1306.26","tb27250","2008-10-10",46,55,"A4FFF4","2008","G","2007pullus"
"1306.27","tb27250","2008-10-11",13,15,"A4FFF4","2008","G","2007pullus"
"1306.28","tb27250","2008-10-27",38,41,"A4FFF4","2008","G","2007pullus"
"1306.29","tb27250","2008-10-28",25,27,"A4FFF4","2008","G","2007pullus"
"1306.30","tb27250","2008-10-29",4,5,"A4FFF4","2008","G","2007pullus"
"1306.31","tb27250","2008-11-04",5,5,"A4FFF4","2008","G","2007pullus"
"1306.32","tb27250","2008-11-05",1,1,"A4FFF4","2008","G","2007pullus"
"1306.33","tb27250","2008-11-06",55,57,"A4FFF4","2008","G","2007pullus"
"1306.34","tb27250","2008-11-07",38,38,"A4FFF4","2008","G","2007pullus"
"1306.35","tb27250","2008-11-14",31,32,"A4FFF4","2008","G","2007pullus"
"1306.36","tb27250","2008-11-15",34,36,"A4FFF4","2008","G","2007pullus"
"1306.37","tb27250","2008-12-04",31,32,"A4FFF4","2008","G","2007pullus"
"1306.38","tb27250","2008-12-05",34,37,"A4FFF4","2008","G","2007pullus"
"1306.39","tb27250","2008-12-06",1,1,"A4FFF4","2008","G","2007pullus"
"1306.40","tb27250","2008-12-08",1,1,"A4FFF4","2008","G","2007pullus"
"1306.41","tb27250","2009-01-08",10,10,"A4FFF4","2009","G","2007pullus"
"1306.42","tb27250","2009-01-09",4,4,"A4FFF4","2009","G","2007pullus"
"1306.43","tb27250","2009-01-10",2,2,"A4FFF4","2009","G","2007pullus"
"1306.44","tb27250","2009-01-11",2,2,"A4FFF4","2009","G","2007pullus"
"1306.45","tb27250","2009-01-12",1,1,"A4FFF4","2009","G","2007pullus"
"1306.46","tb27250","2009-01-14",48,53,"A4FFF4","2009","G","2007pullus"
"1306.47","tb27250","2009-01-15",13,13,"A4FFF4","2009","G","2007pullus"
"1306.48","tb27250","2009-01-16",1,1,"A4FFF4","2009","G","2007pullus"
"1306.49","tb27250","2009-01-26",29,30,"A4FFF4","2009","G","2007pullus"
"1306.50","tb27250","2009-01-27",19,19,"A4FFF4","2009","G","2007pullus"
"1306.51","tb27250","2009-01-29",3,3,"A4FFF4","2009","G","2007pullus"
"1306.52","tb27250","2009-01-30",8,9,"A4FFF4","2009","G","2007pullus"
"1306.53","tb27250","2009-01-31",26,28,"A4FFF4","2009","G","2007pullus"
"1306.54","tb27250","2009-02-01",2,2,"A4FFF4","2009","G","2007pullus"
"1306.55","tb27250","2009-02-02",1,1,"A4FFF4","2009","G","2007pullus"
"1306.56","tb27250","2009-02-16",29,30,"A4FFF4","2009","G","2007pullus"
"1306.57","tb27250","2009-02-17",43,44,"A4FFF4","2009","G","2007pullus"
"1306.58","tb27250","2009-02-18",2,2,"A4FFF4","2009","G","2007pullus"
"1306.59","tb27250","2009-02-19",19,20,"A4FFF4","2009","G","2007pullus"
"1306.60","tb27250","2009-02-20",1,1,"A4FFF4","2009","G","2007pullus"
"1306.61","tb27250","2009-10-03",37,39,"A4FFF4","2009","G","2007pullus"
"1306.62","tb27250","2009-11-25",18,19,"A4FFF4","2009","G","2007pullus"
"1306.63","tb27250","2009-11-26",33,33,"A4FFF4","2009","G","2007pullus"
"1306.64","tb27250","2009-11-27",16,18,"A4FFF4","2009","G","2007pullus"
"1306.65","tb27250","2009-11-28",1,1,"A4FFF4","2009","G","2007pullus"
"1306.66","tb27250","2010-01-19",9,10,"A4FFF4","2010","G","2007pullus"
"1306.67","tb27250","2010-01-20",39,44,"A4FFF4","2010","G","2007pullus"
"1306.68","tb27250","2010-01-21",3,4,"A4FFF4","2010","G","2007pullus"
"1306.69","tb27250","2010-01-24",1,1,"A4FFF4","2010","G","2007pullus"
"1306.70","tb27250","2010-02-11",10,10,"A4FFF4","2010","G","2007pullus"
"1306.71","tb27250","2010-02-13",1,1,"A4FFF4","2010","G","2007pullus"
"1306.72","tb27250","2010-02-17",3,3,"A4FFF4","2010","G","2007pullus"
"1306.73","tb27250","2010-02-18",29,30,"A4FFF4","2010","G","2007pullus"
"1306.74","tb27250","2010-02-19",2,2,"A4FFF4","2010","G","2007pullus"
"1306.75","tb27250","2010-03-01",32,33,"A4FFF4","2010","G","2007pullus"
"1306.76","tb27250","2010-03-02",24,24,"A4FFF4","2010","G","2007pullus"
"1306.77","tb27250","2010-03-04",45,48,"A4FFF4","2010","G","2007pullus"
"1306.78","tb27250","2010-03-05",40,43,"A4FFF4","2010","G","2007pullus"
"1306.79","tb27250","2010-03-06",39,44,"A4FFF4","2010","G","2007pullus"
"1306.80","tb27250","2010-03-07",9,11,"A4FFF4","2010","G","2007pullus"
"1306.81","tb27250","2010-03-08",1,1,"A4FFF4","2010","G","2007pullus"
"547","t177612","2007-11-15",5,5,"A5000A","2007","G","2007breeder"
"547.1","t177612","2007-11-16",5,5,"A5000A","2007","G","2007breeder"
"547.2","t177612","2007-11-24",1,1,"A5000A","2007","G","2007breeder"
"547.3","t177612","2007-11-25",7,7,"A5000A","2007","G","2007breeder"
"547.4","t177612","2007-11-29",4,4,"A5000A","2007","G","2007breeder"
"547.5","t177612","2007-12-04",14,14,"A5000A","2007","G","2007breeder"
"547.6","t177612","2007-12-05",23,26,"A5000A","2007","G","2007breeder"
"547.7","t177612","2007-12-29",3,3,"A5000A","2007","G","2007breeder"
"547.8","t177612","2008-01-10",1,1,"A5000A","2008","G","2007breeder"
"547.9","t177612","2008-01-11",2,2,"A5000A","2008","G","2007breeder"
"547.10","t177612","2008-01-12",4,4,"A5000A","2008","G","2007breeder"
"547.11","t177612","2008-01-22",8,8,"A5000A","2008","G","2007breeder"
"547.12","t177612","2008-01-23",3,3,"A5000A","2008","G","2007breeder"
"547.13","t177612","2008-01-28",1,1,"A5000A","2008","G","2007breeder"
"547.14","t177612","2008-02-07",7,7,"A5000A","2008","G","2007breeder"
"547.15","t177612","2008-02-08",9,9,"A5000A","2008","G","2007breeder"
"547.16","t177612","2008-02-14",6,6,"A5000A","2008","G","2007breeder"
"547.17","t177612","2008-02-15",1,1,"A5000A","2008","G","2007breeder"
"547.18","t177612","2008-02-22",3,3,"A5000A","2008","G","2007breeder"
"547.19","t177612","2008-02-23",1,1,"A5000A","2008","G","2007breeder"
